Cde_Opération;Opération;Cde_Dépense;Dépense;Cde_Pays;Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
D7;Autres transferts courants (*);GF0903;09.3 - Enseignement postsecondaire non supérieur;FRA;France;0,000;0,000;0,000;0,000;0,001;0,002;0,002;0,003;0,002;0,002;0,002;0,003;0,004;0,004;0,004;0,005;0,016;0,016;0,025;0,019;0,023;0,009;0,005;0,005;0,005;0,005;0,005;0,006;0,006;0,006
D7;Autres transferts courants (*);GF0904;09.4 - Enseignement supérieur;FRA;France;0,910;0,901;0,961;1,086;1,093;1,066;1,077;1,601;1,742;1,256;1,307;1,407;1,162;1,319;0,301;0,328;0,362;0,357;0,359;0,401;0,361;0,366;0,426;0,435;0,510;0,498;0,620;0,664;0,686;0,554
D7;Autres transferts courants (*);GF0905;09.5 - Enseignement non défini par niveau;FRA;France;0,243;0,237;0,259;0,293;0,305;0,339;0,363;0,520;0,576;0,389;0,498;0,806;0,896;1,037;0,590;0,612;0,594;0,618;0,664;0,705;0,768;0,773;0,693;0,776;0,823;0,770;0,837;0,667;0,891;0,905
D7;Autres transferts courants (*);GF0906;09.6 - Services annexes à l'enseignement;FRA;France;0,532;0,542;0,579;0,660;0,684;0,633;0,664;0,963;1,047;0,799;0,844;1,077;1,066;1,178;1,355;1,422;1,432;1,564;1,419;1,442;1,450;1,484;1,515;1,464;1,460;1,404;1,269;1,316;1,337;1,293
D7;Autres transferts courants (*);GF0907;09.7 - R-D dans le domaine de l'enseignement;FRA;France;0,001;0,000;0,000;0,001;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,015;0,011;0,009;0,007;0,007;0,008;0,004;0,002;0,001;0,000;0,000;0,000;0,000;0,002;0,000
D7;Autres transferts courants (*);GF0908;09.8 - Enseignement n.c.a.;FRA;France;0,137;0,142;0,158;0,177;0,194;0,134;0,134;0,224;0,240;0,186;0,193;0,198;0,149;0,145;0,126;0,135;0,145;0,144;0,137;0,129;0,125;0,123;0,122;0,129;0,128;0,128;0,140;0,144;0,150;0,142
D7;Autres transferts courants (*);GF10;10 - Protection sociale;FRA;France;12,118;11,716;11,705;11,981;12,417;12,986;13,534;12,368;14,156;14,335;14,251;16,928;19,102;19,949;22,618;22,583;23,315;24,501;24,999;25,230;25,745;28,065;28,684;29,392;30,499;32,447;33,525;36,138;38,176;40,396
D7;Autres transferts courants (*);GF1001;10.1 - Maladie et invalidité;FRA;France;6,845;6,660;6,653;6,509;6,419;5,827;6,922;7,383;7,978;8,555;9,466;9,441;11,376;11,841;13,904;13,418;13,876;14,780;14,993;15,209;15,411;17,089;17,232;17,533;17,994;18,899;19,765;21,512;22,538;23,730
D7;Autres transferts courants (*);GF1002;10.2 - Vieillesse;FRA;France;1,031;0,961;0,932;1,175;1,533;1,907;1,232;0,068;0,221;0,525;0,069;1,880;1,796;2,245;1,829;1,994;2,131;2,038;2,079;2,044;2,098;1,896;2,004;1,853;1,865;1,945;1,465;1,412;1,446;1,531
D7;Autres transferts courants (*);GF1003;10.3 - Survivants;FRA;France;0,050;0,066;0,077;0,074;0,091;0,145;0,185;0,238;0,313;0,257;0,249;0,346;0,180;0,157;0,137;0,122;0,116;0,118;0,110;0,108;0,170;0,127;0,111;0,110;0,115;0,101;0,099;0,098;0,097;0,080
D7;Autres transferts courants (*);GF1004;10.4 - Famille et enfants;FRA;France;3,062;2,744;2,662;2,709;2,611;2,775;3,196;2,763;3,377;2,467;2,175;2,607;3,127;3,418;4,025;4,314;4,537;4,923;5,023;5,050;5,236;5,797;6,033;6,249;6,514;6,880;7,080;7,644;8,433;8,957
D7;Autres transferts courants (*);GF1005;10.5 - Chômage;FRA;France;0,303;0,308;0,316;0,331;0,394;0,510;0,279;0,264;0,342;0,354;0,083;0,146;0,089;0,135;0,315;0,227;0,200;0,075;0,062;0,057;0,031;0,100;0,091;0,183;0,270;0,165;0,205;0,093;0,021;0,431
D7;Autres transferts courants (*);GF1006;10.6 - Logement;FRA;France;0,464;0,610;0,708;0,773;0,898;1,074;1,122;1,144;1,238;1,235;1,391;1,299;1,322;1,242;1,113;1,198;1,283;1,332;1,487;1,543;1,610;1,806;2,012;2,178;2,279;2,735;3,051;3,538;3,702;3,745
D7;Autres transferts courants (*);GF1007;10.7 - Exclusion sociale n.c.a.;FRA;France;0,146;0,162;0,173;0,201;0,272;0,406;0,253;0,183;0,301;0,690;0,539;0,837;0,821;0,502;0,928;0,925;0,779;0,844;0,797;0,776;0,789;0,879;0,817;0,897;1,055;1,299;1,449;1,427;1,594;1,654
D7;Autres transferts courants (*);GF1008;10.8 - R-D dans le domaine de la protection sociale;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D7;Autres transferts courants (*);GF1009;10.9 - Protection sociale n.c.a.;FRA;France;0,217;0,206;0,185;0,209;0,199;0,342;0,346;0,326;0,385;0,252;0,278;0,373;0,393;0,411;0,366;0,385;0,394;0,391;0,448;0,442;0,402;0,372;0,385;0,390;0,408;0,424;0,410;0,414;0,345;0,269
D9;Transferts en capital (*);GF01;01 - Services généraux des administrations publiques;FRA;France;0,398;0,558;6,393;3,149;3,680;3,268;1,435;1,596;1,308;2,687;1,524;1,379;1,000;0,998;2,572;1,624;2,075;2,117;1,352;2,246;2,141;1,705;10,616;2,394;4,414;3,414;3,458;5,277;4,995;2,957
D9;Transferts en capital (*);GF0101;01.1 - Fonctionnement des organes exécutifs et législatifs, affaires financières et fiscales, affaires étrangères;FRA;France;0,286;0,164;0,164;0,208;0,120;0,067;0,109;0,021;0,132;0,158;0,195;0,192;0,141;0,085;1,669;0,693;0,881;0,127;0,158;0,127;0,186;0,728;8,753;0,714;1,812;2,503;2,614;2,556;3,400;1,963
D9;Transferts en capital (*);GF0102;01.2 - Aide économique extérieure;FRA;France;0,026;0,026;0,040;0,224;0,217;0,701;0,698;0,756;0,813;0,714;0,748;0,874;0,774;0,718;0,711;0,711;0,668;1,965;1,010;1,975;1,693;0,724;1,636;1,073;2,151;0,465;0,325;2,062;0,911;0,312
D9;Transferts en capital (*);GF0103;01.3 - Services généraux;FRA;France;0,079;0,360;6,179;2,708;3,332;2,490;0,617;0,807;0,353;1,805;0,569;0,302;0,078;0,182;0,181;0,203;0,512;0,008;0,121;0,087;0,243;0,237;0,207;0,551;0,398;0,404;0,489;0,590;0,642;0,652
D9;Transferts en capital (*);GF0104;01.4 - Recherche fondamentale;FRA;France;0,007;0,009;0,011;0,009;0,011;0,009;0,011;0,013;0,011;0,010;0,012;0,012;0,007;0,014;0,012;0,015;0,014;0,016;0,059;0,027;0,019;0,017;0,011;0,036;0,039;0,017;0,030;0,067;0,041;0,027
D9;Transferts en capital (*);GF0105;01.5 - R & D concernant les services généraux des administrations publiques;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF0106;01.6 - Services généraux des administrations publiques n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,002;0,000;0,000;0,004;0,030;0,000;0,000;0,010;0,019;0,015;0,025;0,001;0,001;0,001;0,003
D9;Transferts en capital (*);GF0107;01.7 - Opérations concernant la dette publique;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF0108;01.8 - Transferts de caractère général entre administrations publiques;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF02;02 - Défense;FRA;France;0,013;0,009;0,012;0,010;0,013;0,033;0,037;0,035;0,019;0,015;0,018;0,024;0,021;0,020;0,216;0,002;0,003;0,006;0,027;0,013;0,016;1,553;0,018;0,021;0,019;0,026;0,036;0,062;0,059;0,229
D9;Transferts en capital (*);GF0201;02.1 - Défense militaire;FRA;France;0,012;0,008;0,012;0,009;0,013;0,032;0,035;0,034;0,019;0,015;0,018;0,024;0,021;0,020;0,208;0,000;0,000;0,005;0,011;0,004;0,004;1,543;0,006;0,010;0,012;0,020;0,033;0,056;0,057;0,045
D9;Transferts en capital (*);GF0202;02.2 - Défense civile;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,002;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF0203;02.3 - Aide militaire à des pays étrangers;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,000;0,006;0,003;0,004;0,003;0,003;0,001;0,000;0,001;0,001;0,002;0,001;0,002
D9;Transferts en capital (*);GF0204;02.4 - R-D concernant la défense;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,001;0,001;0,000;0,001
D9;Transferts en capital (*);GF0205;02.5 - Défense n.c.a.;FRA;France;0,001;0,001;0,000;0,001;0,000;0,002;0,002;0,002;0,000;0,000;0,000;0,000;0,000;0,000;0,008;0,001;0,000;0,000;0,010;0,006;0,008;0,006;0,009;0,009;0,006;0,003;0,002;0,003;0,001;0,181
D9;Transferts en capital (*);GF03;03 - Ordre et sécurité publics;FRA;France;0,012;0,014;0,009;0,008;0,006;0,005;0,004;0,009;0,005;0,009;0,014;0,009;0,002;0,006;0,009;0,004;0,005;0,002;0,004;0,004;0,016;0,006;0,007;0,014;0,023;0,023;0,023;0,056;0,060;0,097
D9;Transferts en capital (*);GF0301;03.1 - Services de police;FRA;France;0,002;0,004;0,001;0,002;0,000;0,001;0,001;0,001;0,002;0,003;0,003;0,003;0,001;0,003;0,004;0,002;0,003;0,001;0,003;0,002;0,003;0,002;0,003;0,005;0,009;0,010;0,010;0,011;0,028;0,027
D9;Transferts en capital (*);GF0302;03.2 - Services de protection civile;FRA;France;0,010;0,010;0,007;0,006;0,005;0,004;0,003;0,007;0,002;0,006;0,010;0,005;0,000;0,000;0,001;0,002;0,001;0,001;0,001;0,001;0,001;0,001;0,003;0,007;0,013;0,012;0,013;0,042;0,030;0,068
D9;Transferts en capital (*);GF0303;03.3 - Tribunaux;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,000;0,000;0,000;0,000;0,001;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF0304;03.4 - Administration pénitentiaire;FRA;France;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,000;0,000;0,001;0,000;0,001;0,002;0,002;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF0305;03.5 - R-D concernant l'ordre et la sécurité publics;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF0306;03.6 - Ordre et sécurité publics n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,002;0,000;0,001;0,000;0,000;0,000;0,011;0,003;0,001;0,001;0,001;0,001;0,000;0,003;0,002;0,002
D9;Transferts en capital (*);GF04;04 - Affaires économiques;FRA;France;12,556;7,175;6,388;5,876;6,038;5,039;5,799;6,035;6,124;5,898;9,581;9,646;10,682;13,279;9,976;10,792;11,554;14,079;13,876;13,660;16,107;14,538;20,223;14,728;15,078;17,932;22,486;24,545;24,443;26,475
D9;Transferts en capital (*);GF0401;04.1 - Tutelle de l'économie générale, des échanges et de l'emploi;FRA;France;3,506;2,888;3,261;3,138;2,928;2,546;2,890;2,543;3,902;3,358;4,054;4,169;6,000;6,399;5,971;6,739;6,401;6,862;6,741;6,988;8,322;8,461;8,697;9,347;9,306;10,314;12,801;12,919;14,148;15,556
D9;Transferts en capital (*);GF0402;04.2 - Agriculture, sylviculture, pêche et chasse;FRA;France;0,745;0,412;0,265;0,247;0,239;0,203;0,219;0,248;0,203;0,241;0,497;0,422;0,264;0,419;0,403;0,395;0,277;0,263;0,307;0,717;1,510;0,643;0,632;0,464;0,447;0,515;0,832;1,017;0,870;1,048
D9;Transferts en capital (*);GF0403;04.3 - Combustibles et énergie;FRA;France;0,731;0,069;0,048;0,065;0,075;0,050;0,051;0,049;0,013;0,040;0,429;0,233;0,078;0,133;0,217;0,367;0,375;0,300;1,156;0,328;0,433;0,407;0,361;0,398;0,353;0,439;0,498;3,712;0,863;0,986
D9;Transferts en capital (*);GF0404;04.4 - Industries extractives et manufacturières, construction;FRA;France;0,005;0,002;0,004;0,001;0,005;0,003;0,005;0,011;0,006;0,009;0,016;0,021;0,017;0,028;0,015;0,014;0,013;0,002;0,002;0,002;0,003;0,001;0,001;0,001;0,001;0,000;0,001;0,001;0,000;0,000
D9;Transferts en capital (*);GF0405;04.5 - Transports;FRA;France;6,060;2,439;1,592;1,484;1,567;1,242;1,425;1,544;0,983;1,114;2,688;2,079;2,304;3,255;1,997;1,794;2,296;1,908;3,489;3,466;4,006;3,598;3,472;3,104;3,469;4,036;5,114;4,778;5,440;5,381
D9;Transferts en capital (*);GF0406;04.6 - Communications;FRA;France;0,018;0,021;0,012;0,011;0,009;0,009;0,009;0,009;0,008;0,010;0,009;0,009;0,009;0,013;0,012;0,010;0,013;0,010;0,015;0,007;0,009;0,022;0,074;0,050;0,095;0,095;0,107;0,099;0,066;0,033
D9;Transferts en capital (*);GF0407;04.7 - Autres branches d'activité;FRA;France;1,131;1,182;0,810;0,794;0,720;0,704;0,721;0,714;0,721;0,810;0,858;0,829;0,907;0,791;0,844;0,721;0,972;0,840;0,895;0,997;0,516;0,490;0,577;0,431;0,516;1,158;0,933;0,918;0,979;1,027
D9;Transferts en capital (*);GF0408;04.8 - R-D concernant les affaires économiques;FRA;France;0,336;0,148;0,369;0,122;0,465;0,262;0,446;0,855;0,255;0,270;0,942;1,766;1,012;2,089;0,432;0,585;1,009;1,369;1,206;1,094;1,269;0,893;1,311;0,921;0,867;1,113;1,798;1,047;1,545;1,460
D9;Transferts en capital (*);GF0409;04.9 - Affaires économiques n.c.a.;FRA;France;0,022;0,015;0,027;0,014;0,031;0,021;0,033;0,062;0,033;0,047;0,089;0,119;0,092;0,152;0,086;0,168;0,199;2,524;0,065;0,062;0,037;0,022;5,098;0,012;0,024;0,262;0,403;0,055;0,531;0,985
D9;Transferts en capital (*);GF05;05 - Protection de l'environnement;FRA;France;0,238;0,264;0,155;0,142;0,123;0,112;0,133;0,154;0,148;0,187;0,187;0,235;0,181;0,249;0,295;0,307;0,271;0,387;0,395;0,384;0,461;0,443;0,502;0,531;0,664;0,724;1,134;1,450;1,222;1,317
D9;Transferts en capital (*);GF0501;05.1 - Gestion des déchets;FRA;France;0,016;0,018;0,011;0,009;0,008;0,007;0,009;0,011;0,010;0,013;0,012;0,016;0,013;0,016;0,018;0,002;0,002;0,003;0,005;0,005;0,009;0,014;0,024;0,050;0,068;0,057;0,070;0,065;0,083;0,105
D9;Transferts en capital (*);GF0502;05.2 - Gestion des eaux usées;FRA;France;0,001;0,002;0,000;0,001;0,000;0,001;0,001;0,001;0,000;0,000;0,001;0,001;0,001;0,001;0,002;0,002;0,003;0,006;0,007;0,005;0,008;0,006;0,005;0,044;0,056;0,043;0,057;0,067;0,078;0,102
D9;Transferts en capital (*);GF0503;05.3 - Lutte contre la pollution;FRA;France;0,150;0,168;0,099;0,092;0,078;0,072;0,087;0,099;0,095;0,121;0,115;0,151;0,127;0,169;0,211;0,241;0,221;0,336;0,351;0,333;0,386;0,366;0,431;0,384;0,461;0,493;0,764;0,716;0,680;0,639
D9;Transferts en capital (*);GF0504;05.4 - Préservation de la diversité biologique et protection de la nature;FRA;France;0,043;0,048;0,029;0,025;0,023;0,020;0,025;0,028;0,026;0,034;0,033;0,042;0,031;0,041;0,047;0,041;0,023;0,019;0,017;0,019;0,029;0,020;0,020;0,022;0,032;0,046;0,096;0,141;0,126;0,128
D9;Transferts en capital (*);GF0505;05.5 - R-D dans le domaine de la protection de l'environnement;FRA;France;0,005;0,003;0,002;0,001;0,001;0,001;0,000;0,000;0,003;0,001;0,008;0,003;0,000;0,012;0,003;0,009;0,006;0,003;0,001;0,001;0,001;0,006;0,005;0,018;0,034;0,063;0,104;0,376;0,203;0,297
D9;Transferts en capital (*);GF0506;05.6 - Protection de l'environnement n.c.a.;FRA;France;0,023;0,026;0,015;0,014;0,013;0,011;0,012;0,015;0,014;0,018;0,018;0,022;0,009;0,009;0,015;0,013;0,016;0,021;0,014;0,021;0,028;0,031;0,018;0,014;0,013;0,021;0,043;0,085;0,051;0,045
D9;Transferts en capital (*);GF06;06 - Logements et équipements collectifs;FRA;France;4,145;3,389;2,466;2,735;2,447;2,765;3,060;3,985;3,296;3,752;3,168;3,979;5,091;6,021;7,279;6,247;5,517;5,155;4,953;5,596;6,249;5,690;5,347;4,083;4,036;4,820;7,224;6,362;6,203;5,970
D9;Transferts en capital (*);GF0601;06.1 - Logements;FRA;France;2,408;1,842;1,620;1,704;1,738;1,955;2,109;2,298;2,071;2,233;1,588;2,690;3,761;4,571;6,705;5,781;4,880;4,477;4,130;4,803;5,659;5,118;4,860;3,611;3,450;4,343;6,538;5,597;5,162;4,533
D9;Transferts en capital (*);GF0602;06.2 - Équipements collectifs;FRA;France;1,724;1,533;0,839;1,023;0,704;0,804;0,945;1,673;1,212;1,503;1,567;1,281;1,330;1,448;0,568;0,461;0,631;0,667;0,805;0,775;0,555;0,505;0,449;0,397;0,509;0,416;0,488;0,581;0,608;0,742
D9;Transferts en capital (*);GF0603;06.3 - Alimentation en eau;FRA;France;0,001;0,001;0,000;0,001;0,000;0,001;0,001;0,002;0,001;0,001;0,001;0,000;0,000;0,000;0,001;0,001;0,002;0,005;0,005;0,001;0,001;0,001;0,000;0,031;0,041;0,028;0,039;0,039;0,040;0,043
D9;Transferts en capital (*);GF0604;06.4 - Éclairage public;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,000;0,000;0,001;0,001;0,001;0,001;0,001;0,003;0,002;0,001;0,002;0,002;0,010;0,018
D9;Transferts en capital (*);GF0605;06.5 - R-D dans le domaine du logement et des équipements collectifs;FRA;France;0,007;0,007;0,003;0,004;0,003;0,003;0,003;0,007;0,006;0,008;0,006;0,004;0,000;0,000;0,002;0,000;0,000;0,001;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF0606;06.6 - Logement et équipements collectifs n.c.a.;FRA;France;0,005;0,006;0,003;0,003;0,003;0,002;0,003;0,006;0,006;0,007;0,006;0,004;0,001;0,002;0,004;0,003;0,003;0,006;0,012;0,016;0,033;0,065;0,037;0,042;0,034;0,031;0,157;0,143;0,384;0,634
D9;Transferts en capital (*);GF07;07 - Santé;FRA;France;0,259;0,283;0,281;0,283;0,320;0,359;0,341;0,484;0,345;0,353;0,354;0,368;0,480;0,379;0,535;0,486;0,589;0,281;0,559;0,674;0,698;0,616;0,712;0,763;0,789;0,883;1,242;0,989;1,032;2,626
D9;Transferts en capital (*);GF0701;07.1 - Produits, appareils et matériels médicaux;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF0702;07.2 - Services ambulatoires;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF0703;07.3 - Services hospitaliers;FRA;France;0,211;0,243;0,242;0,250;0,283;0,327;0,299;0,427;0,305;0,316;0,301;0,337;0,461;0,371;0,521;0,475;0,574;0,264;0,540;0,654;0,669;0,573;0,609;0,730;0,693;0,669;0,692;0,628;0,688;2,218
D9;Transferts en capital (*);GF0704;07.4 - Services de santé publique;FRA;France;0,012;0,009;0,009;0,008;0,009;0,006;0,009;0,013;0,005;0,006;0,013;0,006;0,010;0,005;0,005;0,003;0,003;0,004;0,003;0,003;0,010;0,006;0,004;0,007;0,023;0,165;0,017;0,013;0,033;0,043
D9;Transferts en capital (*);GF0705;07.5 - R-D dans le domaine de la santé;FRA;France;0,019;0,013;0,020;0,014;0,022;0,020;0,024;0,032;0,023;0,022;0,028;0,013;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,026;0,016;0,009;0,005;0,005;0,004;0,003;0,006;0,004
D9;Transferts en capital (*);GF0706;07.6 - Santé n.c.a.;FRA;France;0,017;0,018;0,011;0,010;0,006;0,006;0,009;0,013;0,011;0,010;0,013;0,012;0,009;0,003;0,009;0,008;0,013;0,013;0,016;0,017;0,019;0,012;0,082;0,018;0,067;0,044;0,528;0,346;0,305;0,361
D9;Transferts en capital (*);GF08;08 - Loisirs, culture et culte;FRA;France;0,676;0,521;0,369;0,353;0,510;0,325;0,519;0,679;0,450;0,447;0,456;0,668;0,482;0,845;0,330;0,243;0,363;0,232;0,184;0,381;0,248;0,293;0,283;0,292;0,355;0,713;1,250;0,732;0,560;0,676
D9;Transferts en capital (*);GF0801;08.1 - Services récréatifs et sportifs;FRA;France;0,156;0,103;0,067;0,065;0,074;0,057;0,063;0,088;0,072;0,086;0,111;0,118;0,059;0,134;0,095;0,037;0,062;0,067;0,014;0,052;0,051;0,055;0,044;0,056;0,092;0,143;0,368;0,300;0,209;0,295
D9;Transferts en capital (*);GF0802;08.2 - Services culturels;FRA;France;0,483;0,390;0,284;0,269;0,407;0,251;0,425;0,550;0,350;0,334;0,314;0,503;0,379;0,642;0,199;0,182;0,234;0,153;0,167;0,326;0,194;0,234;0,235;0,229;0,248;0,560;0,859;0,415;0,335;0,361
D9;Transferts en capital (*);GF0803;08.3 - Services de radiodiffusion, de télévision et d'édition;FRA;France;0,034;0,026;0,019;0,019;0,029;0,017;0,031;0,039;0,025;0,024;0,029;0,044;0,042;0,067;0,033;0,021;0,064;0,000;0,000;0,000;0,000;0,000;0,002;0,004;0,010;0,008;0,019;0,012;0,010;0,010
D9;Transferts en capital (*);GF0804;08.4 - Culte et autres services communautaires;FRA;France;0,003;0,003;0,000;0,001;0,000;0,001;0,001;0,002;0,002;0,004;0,002;0,002;0,002;0,002;0,002;0,002;0,002;0,003;0,004;0,003;0,004;0,004;0,002;0,003;0,005;0,003;0,004;0,003;0,003;0,003
D9;Transferts en capital (*);GF0805;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF0806;08.6 - Loisirs, culture et culte n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,002;0,010;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,004;0,007
D9;Transferts en capital (*);GF09;09 - Enseignement;FRA;France;0,714;0,235;0,134;0,109;0,084;0,082;0,069;0,181;0,189;0,230;0,244;0,345;0,282;0,475;0,299;0,294;0,269;0,407;0,379;0,400;0,437;0,437;0,477;0,542;0,634;0,571;0,639;0,712;0,814;0,956
D9;Transferts en capital (*);GF0901;09.1 - Enseignement préélémentaire et primaire;FRA;France;0,008;0,009;0,004;0,005;0,004;0,003;0,004;0,008;0,008;0,010;0,009;0,014;0,012;0,016;0,017;0,017;0,018;0,000;0,005;0,000;0,001;0,001;0,001;0,004;0,011;0,012;0,019;0,026;0,039;0,069
D9;Transferts en capital (*);GF0902;09.2 - Enseignement secondaire;FRA;France;0,050;0,056;0,033;0,031;0,026;0,025;0,020;0,052;0,054;0,062;0,058;0,090;0,079;0,112;0,137;0,131;0,134;0,198;0,170;0,194;0,200;0,207;0,222;0,205;0,248;0,226;0,231;0,230;0,226;0,214
D9;Transferts en capital (*);GF0903;09.3 - Enseignement postsecondaire non supérieur;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,002;0,002;0,002;0,000;0,000;0,000;0,000;0,000;0,000;0,003;0,004;0,001;0,003;0,003;0,002;0,001
D9;Transferts en capital (*);GF0904;09.4 - Enseignement supérieur;FRA;France;0,607;0,140;0,078;0,059;0,038;0,037;0,026;0,086;0,093;0,122;0,137;0,183;0,080;0,251;0,032;0,023;0,040;0,047;0,042;0,041;0,046;0,049;0,060;0,128;0,126;0,114;0,136;0,156;0,173;0,229
D9;Transferts en capital (*);GF0905;09.5 - Enseignement non défini par niveau;FRA;France;0,027;0,027;0,015;0,014;0,013;0,012;0,012;0,025;0,026;0,030;0,030;0,044;0,092;0,058;0,067;0,082;0,069;0,078;0,083;0,088;0,097;0,108;0,099;0,093;0,130;0,092;0,120;0,139;0,189;0,197
D9;Transferts en capital (*);GF0906;09.6 - Services annexes à l'enseignement;FRA;France;0,023;0,003;0,004;0,001;0,002;0,005;0,007;0,010;0,008;0,007;0,009;0,012;0,018;0,036;0,045;0,040;0,005;0,084;0,080;0,077;0,093;0,072;0,095;0,110;0,115;0,126;0,129;0,159;0,186;0,246
D9;Transferts en capital (*);GF0907;09.7 - R-D dans le domaine de l'enseignement;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF0908;09.8 - Enseignement n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
D9;Transferts en capital (*);GF10;10 - Protection sociale;FRA;France;1,658;0,916;1,026;0,877;2,793;1,567;2,958;1,961;2,525;2,404;2,252;2,640;4,462;3,144;2,259;2,320;2,575;2,247;2,384;2,327;2,339;2,405;2,547;2,541;2,562;2,324;2,640;2,535;2,388;2,823
