Cde_Pays;Pays;Cde_Dépense;Dépense;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
SVK;République slovaque;GF0704;Services de santé publique;0,027250;0,017570;0,018390;0,019160;0,025340;0,024350;0,025980;0,028900;0,046530;0,041360;0,040210;0,035120;0,032760;0,033800;0,032600;0,035800;0,037420;0,041970;0,087870;0,194580;0,104500;0,092020;
SVK;République slovaque;GF0606;Logement et équipements collectifs n.c.a.;0,020980;0,029430;0,028850;0,038390;0,038150;0,048410;0,048750;0,060930;0,058740;0,051570;0,055690;0,057610;0,050330;0,057720;0,042500;0,048080;0,053780;0,046350;0,042390;0,052950;0,065290;0,093960;
SVK;République slovaque;GF0502;Gestion des eaux usées;0,103300;0,113460;0,116290;0,156940;0,078620;0,079050;0,088290;0,102130;0,075980;0,086960;0,079540;0,129070;0,081300;0,138470;0,060960;0,066040;0,096580;0,085330;0,119340;0,061960;0,069080;0,087490;
SVK;République slovaque;GF0906;Services annexes à l'enseignement;0,148040;0,217680;0,212500;0,235050;0,273100;0,281040;0,309450;0,330100;0,261910;0,258800;0,365460;0,393580;0,355550;0,389620;0,395910;0,419980;0,493570;0,480050;0,465480;0,486490;0,567670;0,693040;
SVK;République slovaque;GF0503;Lutte contre la pollution;0,019010;0,018860;0,018350;0,022060;0,018690;0,027320;0,020680;0,028110;0,035540;0,032290;0,025200;0,025810;0,025410;0,058590;0,057580;0,040710;0,124820;0,086860;0,113010;0,107390;0,096120;0,161110;
SVK;République slovaque;GF0701;Produits, appareils et matériels médicaux;0,448610;0,505790;0,498310;0,796430;0,900420;1,017490;1,154560;1,161130;0,893800;0,846840;1,312580;0,715000;0,751190;0,790530;0,900380;0,896340;0,883290;0,911310;0,911640;0,901340;1,005450;1,108620;
SVK;République slovaque;GF0306;Ordre et sécurité publics n.c.a.;0,272570;0,323700;0,325490;0,353570;0,333420;0,330760;0,360720;0,409880;0,295190;0,269970;0,275000;0,473110;0,482800;0,720200;0,660100;0,471950;0,469840;0,576530;0,682880;0,653110;0,756720;0,810490;
SVK;République slovaque;GF1003;Survivants;0,388770;0,286850;0,328390;0,392610;0,425550;0,500730;0,533430;0,580450;0,623240;0,637120;0,656880;0,682080;0,684010;0,700360;0,674040;0,690650;0,703580;0,725020;0,745430;0,769060;0,791950;0,949840;
SVK;République slovaque;GF0804;Culte et autres services communautaires;0,019740;0,041070;0,044530;0,037280;0,018070;0,021730;0,031450;0,019530;0,124810;0,076570;0,071930;0,065910;0,077740;0,116420;0,092590;0,077140;0,085610;0,089910;0,119490;0,096620;0,103560;0,146440;
SVK;République slovaque;GF0408;RetD concernant les affaires économiques;0,012170;0,010690;0,010190;0,010980;0,016850;0,016930;0,015520;0,018650;0,030990;0,022870;0,019820;0,025030;0,017240;0,023390;0,021160;0,018940;0,018320;0,032420;0,048350;0,040480;0,047670;0,042380;
SVK;République slovaque;GF0106;Services généraux des administrations publiques n.c.a.;0,014110;0,017900;0,017890;0,019310;0,024900;0,024460;0,024850;0,028040;0,031800;0,011150;0,060160;0,021840;0,030870;0,034110;0,037410;0,040730;0,019040;0,029560;0,027010;0,025260;0,028790;0,207200;
SVK;République slovaque;GF1009;Protection sociale n.c.a.;0,905390;0,832630;0,929190;1,097590;1,143890;1,544950;1,534520;1,741710;0,424760;0,398190;0,378340;0,513100;0,642520;0,644750;0,524610;0,504110;0,701470;0,712870;0,663140;0,897030;0,881530;0,958080;
SVK;République slovaque;GF0908;Enseignement n.c.a.;0,169200;0,176410;0,139360;0,146110;0,133000;0,175970;0,151810;0,174720;0,128740;0,106720;0,099060;0,139810;0,329240;0,383870;0,282960;0,283880;0,307660;0,337710;0,378980;0,432010;0,220860;0,302350;
SVK;République slovaque;GF0202;Défense civile;0,008120;0,003090;0,003280;0,003690;0,005190;0,034550;0,011600;0,008150;0,017010;0,004740;0,005400;0,009450;0,005680;0,006790;0,003820;0,002680;0,001840;0,003370;0,022280;0,052760;0,022950;0,028630;
SVK;République slovaque;GF0504;Préservation de la diversité biologique et protection de la nature;0,032140;0,027570;0,027150;0,032300;0,029270;0,034330;0,038210;0,037220;0,028120;0,041270;0,044660;0,035890;0,036120;0,055460;0,033160;0,034250;0,038180;0,052930;0,041500;0,048290;0,058160;0,113450;
SVK;République slovaque;GF0105;RetD concernant des services généraux des administrations publiques;0,006240;0,004200;0,005010;0,004690;0,004860;0,006410;0,008790;0,008230;0,002370;0,002930;0,001980;0,004120;0,004050;0,007380;0,002580;0,001020;0,001020;0,001190;0,004460;0,019150;0,042190;0,069220;
SVK;République slovaque;GF0302;Services de protection civile;0,111900;0,093790;0,100570;0,110840;0,107700;0,134140;0,152380;0,251460;0,161490;0,122180;0,128520;0,134790;0,142210;0,288470;0,174360;0,152150;0,183630;0,259260;0,238610;0,195140;0,206380;0,237130;
SVK;République slovaque;GF0904;Enseignement supérieur;0,345470;0,284140;0,284580;0,328190;0,396090;0,399530;0,477220;0,559040;0,638430;0,526040;0,521060;0,551860;0,516200;0,541930;0,478210;0,488080;0,501040;0,555690;0,553250;0,569750;0,617140;0,691720;
SVK;République slovaque;GF0603;Alimentation en eau;0,011560;0,009190;0,009020;0,013080;0,020510;0,023110;0,022540;0,025110;0,021680;0,018160;0,018450;0,023410;0,011700;0,013570;0,013560;0,017470;0,034260;0,033730;0,034040;0,030020;0,024890;0,022370;
SVK;République slovaque;GF0705;RetD dans le domaine de la santé;0,001360;0,000890;0,000880;0,000900;0,001420;0,001210;0,001680;0,002850;0,001970;0,002350;0,002620;0,001880;0,001510;0,001240;0,001020;0,000610;0,000480;0,005290;0,007490;0,001160;0,000520;0,000170;
SVK;République slovaque;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;0,162000;0,082860;0,073240;0,109420;0,120800;0,150150;0,165860;0,167900;0,423640;0,621120;0,433590;0,290060;0,160450;0,281920;0,201010;0,158710;0,187200;0,302740;1,192220;1,947950;0,398820;0,332720;
SVK;République slovaque;GF1008;RetD dans le domaine de la protection sociale;0,001110;0,001210;0,001200;0,001350;0,001140;0,001070;0,001140;0,001270;0,000670;0,000970;0,000970;0,000980;0,001500;0,002780;0,001180;0,001310;0,000730;0,000920;0,000730;0,001830;0,001720;0,001530;
SVK;République slovaque;GF0301;Services de police;0,513380;0,345260;0,381680;0,389480;0,566580;0,654410;0,736540;0,720920;0,813250;0,814470;0,854960;0,866260;0,605180;0,754630;1,009070;0,830890;0,946040;1,056380;1,107540;1,018580;1,127310;1,263000;
SVK;République slovaque;GF0706;Santé n.c.a.;0,159260;0,062910;0,060650;0,068940;0,078900;0,107730;0,343870;0,191900;1,582470;1,430700;1,684040;0,205710;0,344790;0,307780;0,304540;0,368480;0,481970;0,379390;0,480250;0,681670;0,812250;1,015270;
SVK;République slovaque;GF1007;Exclusion sociale n.c.a.;0,131410;0,182570;0,196480;0,244340;0,228820;0,273990;0,283470;0,317080;0,310560;0,310650;0,316290;0,622410;0,558510;0,525330;0,465350;0,397500;0,320800;0,284050;0,204480;0,196680;0,347340;0,549230;
SVK;République slovaque;GF0901;Enseignement préélémentaire et primaire;0,243550;0,432230;0,425370;0,488310;0,547280;0,527390;0,587060;0,719320;1,232040;1,125100;1,123740;1,177830;1,169690;0,794770;0,809730;0,886650;1,115230;1,300170;1,402230;1,468270;1,726890;2,102660;
SVK;République slovaque;GF0905;Enseignement non défini par niveau;0,059200;0,113470;0,103500;0,112200;0,131500;0,153870;0,166310;0,177460;0,172270;0,177560;0,189220;0,207630;0,200120;0,214540;0,209980;0,231220;0,255340;0,295520;0,314120;0,326480;0,362190;0,411250;
SVK;République slovaque;GF0501;Gestion des déchets;0,161370;0,235130;0,255860;0,262570;0,269410;0,269830;0,325270;0,337630;0,309170;0,279800;0,315290;0,382710;0,329570;0,425500;0,293400;0,287370;0,347410;0,335890;0,338240;0,359460;0,455920;0,561940;
SVK;République slovaque;GF1004;Famille et enfants;0,401330;0,496260;0,531160;0,664410;0,629020;0,762380;0,791690;0,888910;1,324910;1,347420;1,341460;1,873190;1,844570;1,922370;2,095690;1,909460;1,609950;1,914100;1,994460;2,162330;2,590850;4,155560;
SVK;République slovaque;GF0409;Affaires économiques n.c.a.;0,011790;0,013040;0,012500;0,012710;0,017460;0,017410;0,017890;0,020620;0,018890;0,017140;0,022950;0,021460;0,020000;0,069920;0,081500;0,046300;0,039520;0,039790;0,050040;0,047730;0,112640;0,233410;
SVK;République slovaque;GF0103;Services généraux;0,166370;0,096440;0,078910;0,092750;0,122960;0,138950;0,171460;0,225990;0,212560;0,189360;0,185410;0,177380;0,173360;0,252020;0,204420;0,223300;0,276270;0,393680;0,403380;0,425260;0,400280;0,406190;
SVK;République slovaque;GF0104;Recherche fondamentale;0,262170;0,172560;0,170470;0,217750;0,239650;0,201830;0,246650;0,298850;0,344140;0,377040;0,433210;0,425180;0,386430;0,632640;0,250970;0,256120;0,281300;0,314910;0,341090;0,378070;0,491290;0,536360;
SVK;République slovaque;GF0406;Communications;0,006260;0,003910;0,004020;0,004500;0,006870;0,005120;0,007130;0,008260;0,017280;0,010020;0,012810;0,019070;0,007990;0,023930;0,022720;0,025390;0,031870;0,030360;0,029900;0,031150;0,040920;0,049360;
SVK;République slovaque;GF0203;Aide militaire à des pays étrangers;0,022270;0,014130;0,015050;0,015370;0,018440;0,018590;0,020630;0,022790;0,045910;0,048490;0,044190;0,028390;0,027290;0,021500;0,021800;0,020890;0,032890;0,037390;0,034230;0,036350;0,042060;1,500630;
SVK;République slovaque;GF1006;Logement;0,000160;0,000430;0,000530;0,000470;0,000590;0,000580;0,000530;0,000610;0,003380;0,004410;0,003860;0,003440;0,003020;0,004340;0,003860;0,010170;0,285480;0,024620;0,034130;0,032760;0,036820;0,039420;
SVK;République slovaque;GF0802;Services culturels;0,217720;0,222870;0,226720;0,271120;0,300480;0,286940;0,330910;0,415650;0,422620;0,353830;0,399350;0,358980;0,362030;0,418820;0,346610;0,376050;0,450470;0,489620;0,450960;0,477470;0,573450;0,649070;
SVK;République slovaque;GF0605;RetD dans le domaine du logement et des équipements collectifs;0,000020;0,000020;0,000020;0,000030;0,000060;0,000040;0,000030;0,000050;0,000030;0,000300;0,000430;0,000660;0,000040;0,000040;0,000070;0,000060;0,000060;0,000030;0,000080;0,000060;0,000040;0,000060;
SVK;République slovaque;GF0907;RetD dans le domaine de l'enseignement;0,007620;0,004920;0,004840;0,005380;0,007020;0,007360;0,007970;0,008750;0,008090;0,008500;0,007520;0,008750;0,008720;0,007590;0,008070;0,009160;0,009080;0,009650;0,007720;0,006680;0,006960;0,006250;
SVK;République slovaque;GF0402;Agriculture, sylviculture, pêche et chasse;0,267750;0,162560;0,189490;0,164020;0,163460;0,255660;0,345200;0,345770;0,478840;0,501110;0,616830;0,333010;0,234820;0,356840;0,292550;0,301070;0,287980;0,327590;0,317760;0,317630;0,366040;0,378040;
SVK;République slovaque;GF1005;Chômage;0,048480;0,067770;0,077430;0,092480;0,100200;0,060500;0,067050;0,173440;0,347680;0,350270;0,332760;0,307180;0,289110;0,302540;0,356330;0,346610;0,385470;0,420940;0,464950;0,393180;0,448120;0,521490;
SVK;République slovaque;GF0407;Autres branches d'activité;0,088940;0,026460;0,018770;0,024250;0,110720;0,324580;0,148260;0,103880;0,144790;0,271130;0,101480;0,082970;0,103290;0,055870;0,220030;0,062720;0,045930;0,083940;0,203350;0,236110;0,190560;0,168510;
SVK;République slovaque;GF0602;Équipements collectifs;0,071310;0,083030;0,080210;0,111930;0,132820;0,133610;0,143340;0,148350;0,202180;0,229890;0,189140;0,164070;0,140500;0,207690;0,143370;0,154350;0,203040;0,213080;0,205070;0,211490;0,260020;0,352010;
SVK;République slovaque;GF1001;Maladie et invalidité;0,764490;1,280050;1,566770;1,320370;1,428390;1,177150;1,223040;1,417820;1,410910;1,507130;1,606990;1,890150;1,853680;1,930970;1,987720;2,135930;2,317100;2,622340;3,169250;3,573140;3,432400;3,527800;
SVK;République slovaque;GF0702;Services ambulatoires;0,448430;0,542870;0,591560;0,843850;1,025870;1,089560;1,282790;1,249760;1,012330;1,077390;0,746660;1,128000;1,168880;1,172020;1,149660;1,193220;1,257490;1,412230;1,657400;1,631470;1,735730;1,865300;
SVK;République slovaque;GF0405;Transports;1,766830;1,653300;1,771360;1,998870;2,107070;1,811550;2,321730;2,373100;1,742650;2,317060;1,731700;2,294480;3,331970;4,165380;2,800650;3,014140;3,186800;3,037240;3,073950;3,447780;3,635130;4,458200;
SVK;République slovaque;GF0601;Logements;0,141080;0,089120;0,086740;0,130900;0,165190;0,169500;0,163920;0,222620;0,147030;0,122890;0,093220;0,134770;0,090260;0,147610;0,082070;0,090900;0,069980;0,078390;0,052970;0,061600;0,076050;0,104290;
SVK;République slovaque;GF0107;Opérations concernant la dette publique;1,359660;1,071200;1,057740;0,964470;0,920610;0,955820;0,983300;1,015610;0,893920;1,130610;1,373620;1,433910;1,328580;1,410420;1,374970;1,273720;1,281340;1,236980;1,106950;1,100710;1,140220;1,430340;
SVK;République slovaque;GF0304;Administration pénitentiaire;0,103200;0,085280;0,088660;0,092040;0,117350;0,114210;0,124710;0,133930;0,270260;0,134400;0,353370;0,370040;0,155360;0,157090;0,158470;0,155270;0,166090;0,179650;0,200190;0,211270;0,219190;0,277670;
SVK;République slovaque;GF0902;Enseignement secondaire;0,317040;0,583190;0,569430;0,646000;0,709000;0,760540;0,827910;0,899850;0,576260;0,569570;0,568720;0,591310;0,523870;0,983070;0,978930;1,035780;1,085750;1,207060;1,318270;1,369230;1,656160;1,928720;
SVK;République slovaque;GF04;Affaires économiques;2,361520;1,992980;2,113440;2,383240;2,660890;2,679350;3,127640;3,399950;3,203980;4,229690;3,415130;3,630210;4,705190;5,809290;4,411360;4,428100;4,604950;4,672130;5,884580;6,827860;5,573450;9,171580;
SVK;République slovaque;GF05;Protection de l'environnement;0,367800;0,453920;0,477190;0,543780;0,577180;0,465940;0,536900;0,574220;0,523300;0,513240;0,539810;0,669130;0,546010;0,790630;0,549940;0,530630;0,801000;0,754760;0,793660;0,730380;0,839770;1,154310;
SVK;République slovaque;GF07;Santé;2,161460;2,293490;2,336180;3,218560;3,739490;3,908300;4,681290;4,745420;5,249250;5,184280;5,253850;3,809730;4,365000;4,445710;4,652260;4,784470;4,918680;5,479880;5,850630;6,622320;7,537460;8,130700;
SVK;République slovaque;GF09;Enseignement;1,290120;1,812040;1,739580;1,961240;2,196990;2,305680;2,527730;2,869250;3,017730;2,772290;2,874780;3,070780;3,103390;3,315390;3,163800;3,354750;3,767670;4,185830;4,440040;4,658910;5,157860;6,135980;
SVK;République slovaque;GF02;Défense nationale;0,540930;0,371600;0,388220;0,398170;0,490440;0,518690;0,534910;0,591180;0,869250;0,813820;0,824880;0,811100;1,290370;0,809460;0,828360;1,308610;1,088210;1,068970;1,105340;1,401740;1,098680;1,503170;
SVK;République slovaque;GF03;Ordre et sécurité publics;1,164230;0,977340;1,031200;1,083990;1,304350;1,407470;1,564640;1,738920;1,761210;1,565540;1,844500;2,085750;1,618310;2,150060;2,215980;1,833010;2,010120;2,360410;2,524000;2,363610;2,633080;2,971230;
SVK;République slovaque;GF06;Logement et développement collectif;0,268590;0,246670;0,240820;0,340300;0,401400;0,416640;0,424710;0,512030;0,497460;0,485600;0,422670;0,443640;0,360880;0,561150;0,339760;0,371120;0,428290;0,428670;0,391760;0,416510;0,507810;0,660980;
SVK;République slovaque;GF08;Loisirs, culture et cultes;0,406360;0,430130;0,443010;0,485930;0,497210;0,519860;0,599460;0,689650;0,902850;0,699010;0,728570;0,745840;0,726330;0,867790;0,782530;0,872310;0,934190;1,077370;1,016010;1,063330;1,235610;1,408260;
SVK;République slovaque;GF01;Services généraux des administrations publiques;2,949740;2,508820;2,331260;2,429180;2,684350;2,570500;2,848010;3,681920;3,205800;3,740260;4,140030;4,308720;4,072430;5,018120;4,377500;3,999570;4,464370;4,781090;5,107660;5,493630;5,600060;6,772210;
SVK;République slovaque;GF10;Sécurité sociale et oeuvres sociales;5,454410;5,662170;6,409680;7,211570;7,327630;8,186820;8,529320;9,660720;8,980000;9,209920;9,476400;11,103570;11,347590;11,699560;12,061200;12,317800;12,776970;13,623330;14,859460;16,188830;17,148820;21,663180;
ESP;Espagne;GF1008;RetD dans le domaine de la protection sociale;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,001000;0,003000;0,054000;0,111000;0,068000;
ESP;Espagne;GF0108;Transferts de caractère général entre administrations publiques;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
ESP;Espagne;GF0205;Défense n.c.a.;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
ESP;Espagne;GF0202;Défense civile;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
ESP;Espagne;GF0602;Équipements collectifs;4,798000;4,948000;3,797000;4,303000;4,035000;4,558000;6,168000;7,986000;1,379000;0,984000;0,877000;0,878000;0,920000;0,709000;0,614000;0,655000;0,731000;0,423000;0,410000;0,508000;0,535000;0,601000;
ESP;Espagne;GF1001;Maladie et invalidité;15,629000;16,920000;18,431000;19,834000;21,256000;23,297000;24,619000;25,676000;25,948000;25,324000;23,913000;23,997000;24,791000;25,606000;26,678000;27,822000;29,376000;31,379000;34,136000;35,295000;37,445000;39,948000;
ESP;Espagne;GF0105;RetD concernant des services généraux des administrations publiques;0,246000;0,338000;0,338000;0,412000;0,419000;0,325000;0,362000;0,308000;0,302000;0,313000;0,260000;0,263000;0,245000;0,278000;0,324000;0,271000;0,327000;0,296000;0,322000;0,350000;0,378000;0,417000;
ESP;Espagne;GF0504;Préservation de la diversité biologique et protection de la nature;1,234000;1,279000;1,306000;1,502000;1,905000;2,247000;2,225000;2,772000;2,043000;1,673000;1,238000;1,025000;1,053000;1,086000;0,979000;0,970000;0,993000;0,961000;0,979000;1,215000;1,442000;1,952000;
ESP;Espagne;GF08;Loisirs, culture et cultes;9,812000;10,832000;11,679000;12,768000;14,851000;16,878000;18,060000;17,502000;17,704000;16,050000;12,504000;11,681000;11,799000;12,445000;12,334000;12,811000;13,544000;14,420000;13,382000;14,607000;17,120000;18,729000;
ESP;Espagne;GF0905;Enseignement non défini par niveau;0,468000;0,496000;0,511000;0,547000;0,632000;0,773000;0,899000;1,072000;1,009000;0,991000;0,829000;0,831000;0,820000;0,838000;0,890000;0,891000;0,926000;0,992000;0,984000;0,848000;0,894000;0,960000;
ESP;Espagne;GF0302;Services de protection civile;1,096000;1,130000;1,063000;1,142000;1,280000;1,500000;1,459000;1,475000;1,846000;1,902000;1,749000;1,730000;1,630000;1,739000;1,806000;1,841000;1,952000;2,108000;2,227000;2,372000;2,506000;2,763000;
ESP;Espagne;GF0103;Services généraux;6,930000;7,262000;7,150000;8,218000;9,759000;10,550000;11,212000;12,025000;12,066000;11,257000;10,157000;10,553000;10,777000;11,081000;11,030000;11,374000;11,761000;12,347000;12,926000;13,709000;14,610000;16,019000;
ESP;Espagne;GF1004;Famille et enfants;3,909000;4,839000;5,149000;5,520000;6,149000;7,375000;8,918000;9,902000;9,387000;8,511000;7,557000;6,758000;6,895000;7,570000;8,290000;8,868000;9,981000;11,671000;11,657000;12,625000;13,229000;14,679000;
ESP;Espagne;GF0706;Santé n.c.a.;0,533000;0,464000;0,474000;0,506000;0,645000;0,704000;0,786000;0,742000;0,620000;0,625000;0,444000;0,503000;0,485000;0,475000;0,397000;0,397000;0,401000;0,353000;0,420000;0,433000;0,407000;0,431000;
ESP;Espagne;GF07;Santé;38,354000;41,512000;46,914000;52,462000;56,708000;61,270000;67,347000;72,993000;71,145000;69,312000;64,721000;63,338000;63,499000;66,484000;67,713000;69,298000;72,146000;75,917000;85,545000;88,541000;93,327000;98,624000;
ESP;Espagne;GF0901;Enseignement préélémentaire et primaire;11,707000;12,017000;13,566000;14,312000;15,423000;16,830000;18,118000;19,242000;18,787000;18,050000;16,709000;16,649000;16,693000;17,313000;17,750000;18,028000;18,633000;19,609000;20,269000;21,489000;22,118000;23,680000;
ESP;Espagne;GF0406;Communications;0,472000;0,522000;0,590000;0,696000;0,768000;0,946000;1,041000;1,040000;1,317000;1,100000;0,981000;0,817000;0,829000;1,020000;0,847000;0,839000;0,870000;0,936000;1,055000;1,449000;3,469000;3,063000;
