Cde_Transaction;Transaction;Cde_Pays;Pays;Cde_Devise;Devise;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
D995B;Autres impôts sur la production dus non recouvrables;NLD;Pays-Bas;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995D;Autres impôts courants dus non recouvrables;NLD;Pays-Bas;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D611V;Cotisations sociales effectives volontaires des employeurs;NLD;Pays-Bas;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D613V;Cotisations sociales effectives volontaires des ménages;NLD;Pays-Bas;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995A;Impôts sur les produits dus non recouvrables;NLD;Pays-Bas;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995C;Impôts sur le revenu dus non recouvrables;NLD;Pays-Bas;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995;Transferts en capital des administrations publiques vers les secteurs concernés correspondant à des impôts et contributions sociales notifiés mais non susceptible d'être perçus;NLD;Pays-Bas;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D995G;Impôts en capital dus non recouvrables;NLD;Pays-Bas;EUR;Euro;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D61;Cotisations sociales nettes;NLD;Pays-Bas;EUR;Euro;69413,00;74864,00;75637,00;76714,00;85412,00;85988,00;89891,00;87417,00;92061,00;93512,00;96647,00;100170,00;100772,00;99778,00;107929,00;108866,00;115580,00;118959,00;118614,00;121366,00;129683,00;134803,00;141175,00
D61N;Cotisations sociales effectives des employeurs et des ménages;NLD;Pays-Bas;EUR;Euro;64803,00;70202,00;70581,00;71722,00;81531,00;81968,00;85786,00;83222,00;87874,00;89197,00;92544,00;95967,00;96543,00;95479,00;103887,00;104813,00;111432,00;114631,00;114313,00;116841,00;124463,00;129257,00;135239,00
D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;NLD;Pays-Bas;EUR;Euro;27877,00;31001,00;29874,00;31972,00;36685,00;36186,00;37026,00;35482,00;37198,00;37443,00;38059,00;38312,00;37873,00;38580,00;41869,00;41676,00;43873,00;44003,00;43808,00;44784,00;46899,00;47259,00;48034,00
ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;NLD;Pays-Bas;EUR;Euro;177387,00;180659,00;186269,00;195136,00;212685,00;222362,00;234649,00;222802,00;229921,00;233491,00;235359,00;241938,00;252686,00;257290,00;274832,00;288545,00;302865,00;322316,00;320031,00;344771,00;374437,00;407601,00;432712,00
D91A;Impôts sur les transferts en capital;NLD;Pays-Bas;EUR;Euro;1695,00;1460,00;1512,00;1709,00;1810,00;1877,00;1795,00;1813,00;1721,00;1536,00;1382,00;1730,00;1525,00;1614,00;1845,00;1841,00;1731,00;1777,00;2081,00;2496,00;2614,00;3003,00;3415,00
D611;Cotisations sociales effectives à la charge des employeurs;NLD;Pays-Bas;EUR;Euro;20225,00;20629,00;21232,00;20595,00;24686,00;25898,00;28413,00;28242,00;29327,00;30264,00;32642,00;31616,00;34996,00;34614,00;36595,00;37720,00;40702,00;43693,00;44135,00;45071,00;49303,00;53521,00;58260,00
D59F;Autres impôts courants n.c.a.;NLD;Pays-Bas;EUR;Euro;3880,00;4081,00;4343,00;4707,00;4965,00;5435,00;5844,00;6165,00;6516,00;6673,00;6745,00;6843,00;7364,00;7438,00;7555,00;7755,00;7864,00;8063,00;8206,00;8249,00;8624,00;9059,00;9614,00
D29F;Impôts sur les émissions polluantes;NLD;Pays-Bas;EUR;Euro;609,00;595,00;582,00;603,00;671,00;659,00;813,00;871,00;880,00;936,00;946,00;831,00;904,00;933,00;1090,00;1104,00;1177,00;1473,00;1380,00;1467,00;2040,00;2310,00;2915,00
D29E;Autorisations d'exercer des activités commerciales ou professionnelles;NLD;Pays-Bas;EUR;Euro;463,00;385,00;383,00;372,00;334,00;322,00;313,00;328,00;326,00;335,00;316,00;139,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
D2;Impôts sur la production et les importations;NLD;Pays-Bas;EUR;Euro;58432,00;60002,00;62566,00;65808,00;70359,00;72540,00;75669,00;71630,00;72910,00;72544,00;71293,00;74309,00;78281,00;78938,00;84323,00;87829,00;93145,00;99891,00;101843,00;110269,00;114003,00;118880,00;126262,00
D51D;Taxes sur les gains des loteries et des paris;NLD;Pays-Bas;EUR;Euro;65,00;86,00;70,00;94,00;78,00;126,00;112,00;107,00;133,00;142,00;147,00;143,00;128,00;142,00;130,00;129,00;146,00;157,00;179,00;176,00;208,00;171,00;184,00
D214F;Taxes sur les loteries, les jeux et les paris;NLD;Pays-Bas;EUR;Euro;97,00;96,00;92,00;90,00;118,00;121,00;221,00;337,00;309,00;333,00;312,00;334,00;312,00;334,00;350,00;340,00;384,00;415,00;181,00;167,00;643,00;778,00;817,00
D613C;Cotisations sociales effectives obligatoires à la charge des ménages;NLD;Pays-Bas;EUR;Euro;44578,00;49573,00;49349,00;51127,00;56845,00;56070,00;57373,00;54980,00;58547,00;58933,00;59902,00;64351,00;61547,00;60865,00;67292,00;67093,00;70730,00;70938,00;70178,00;71770,00;75160,00;75736,00;76979,00
D51;Impôts sur le revenu;NLD;Pays-Bas;EUR;Euro;47484,00;43741,00;46026,00;49879,00;53768,00;60269,00;65253,00;59674,00;60653,00;63305,00;63173,00;62897,00;68823,00;73662,00;77063,00;86142,00;88536,00;97774,00;93385,00;106713,00;124558,00;147170,00;158117,00
D613;Cotisations sociales effectives à la charge des ménages;NLD;Pays-Bas;EUR;Euro;44578,00;49573,00;49349,00;51127,00;56845,00;56070,00;57373,00;54980,00;58547,00;58933,00;59902,00;64351,00;61547,00;60865,00;67292,00;67093,00;70730,00;70938,00;70178,00;71770,00;75160,00;75736,00;76979,00
D21;Impôts sur les produits;NLD;Pays-Bas;EUR;Euro;53746,00;55277,00;57648,00;60513,00;65000,00;67045,00;69708,00;65275,00;66332,00;65577,00;63926,00;66028,00;67673,00;69889,00;74560,00;77694,00;82489,00;88920,00;89663,00;97740,00;102047,00;106898,00;113321,00
D5;Impôts courants sur le revenu, le patrimoine, etc.;NLD;Pays-Bas;EUR;Euro;52255,00;48776,00;51395,00;55677,00;58727,00;65734,00;71117,00;65864,00;67192,00;69989,00;69920,00;69741,00;76187,00;81100,00;84618,00;93897,00;96400,00;105837,00;101591,00;114962,00;133182,00;156229,00;167731,00
D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;NLD;Pays-Bas;EUR;Euro;30889,00;29275,00;29984,00;30530,00;34492,00;39526,00;44846,00;47079,00;46772,00;49839,00;50245,00;49299,00;52770,00;55384,00;53627,00;62241,00;62351,00;68762,00;69763,00;73600,00;77910,00;95853,00;110062,00
D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;NLD;Pays-Bas;EUR;Euro;30889,00;29275,00;29984,00;30530,00;34492,00;39526,00;44846,00;47079,00;46772,00;49839,00;50245,00;49299,00;52770,00;55384,00;53627,00;62241,00;62351,00;68762,00;69763,00;73600,00;77910,00;95853,00;110062,00
D214C;Impôts sur les opérations financières et les opérations en capital;NLD;Pays-Bas;EUR;Euro;3981,00;3710,00;4022,00;4466,00;4680,00;4968,00;4395,00;2751,00;2785,00;1930,00;1128,00;1104,00;1566,00;1772,00;2292,00;2727,00;3041,00;3017,00;3553,00;3819,00;4602,00;3050,00;3819,00
D214A;Droits d'accise et impôts de consommation;NLD;Pays-Bas;EUR;Euro;11433,00;11695,00;12596,00;12702,00;13545,00;13900,00;13993,00;13093,00;13472,00;13494,00;13033,00;12299,00;13039,00;12982,00;13622,00;14064,00;14865,00;14817,00;13248,00;13516,00;12734,00;13362,00;14100,00
D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;NLD;Pays-Bas;EUR;Euro;16530,00;14380,00;15972,00;19255,00;19198,00;20617,00;20295,00;12488,00;13748,00;13324,00;12781,00;13455,00;15925,00;18136,00;23306,00;23772,00;26039,00;28855,00;23443,00;32937,00;46440,00;51146,00;47871,00
D214H;Autres taxes sur des services déterminés;NLD;Pays-Bas;EUR;Euro;101,00;96,00;105,00;108,00;114,00;125,00;285,00;239,00;131,00;148,00;159,00;164,00;180,00;206,00;210,00;252,00;288,00;342,00;211,00;309,00;560,00;1180,00;1317,00
D214G;Taxes sur les primes d'assurance;NLD;Pays-Bas;EUR;Euro;660,00;746,00;740,00;743,00;752,00;807,00;795,00;849,00;861,00;1020,00;1145,00;2343,00;2366,00;2375,00;2464,00;2486,00;2715,00;2880,00;3048,00;3204,00;3401,00;3666,00;3932,00
D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;NLD;Pays-Bas;EUR;Euro;177387,00;180659,00;186269,00;195136,00;212685,00;222362,00;234649,00;222802,00;229921,00;233491,00;235359,00;241938,00;252686,00;257290,00;274832,00;288545,00;302865,00;322316,00;320031,00;344771,00;374437,00;407601,00;432712,00
D29A;Impôts sur les terrains, bâtiments et autres constructions;NLD;Pays-Bas;EUR;Euro;2518,00;2732,00;2911,00;3064,00;3081,00;3212,00;3406,00;3675,00;3817,00;3982,00;4083,00;4756,00;5999,00;5868,00;6095,00;6358,00;6786,00;6779,00;7272,00;7507,00;6878,00;6420,00;6858,00
D91;Impôts en capital;NLD;Pays-Bas;EUR;Euro;1897,00;1679,00;1727,00;1929,00;2068,00;2120,00;2077,00;2086,00;1945,00;1761,00;1602,00;1921,00;1675,00;1773,00;2004,00;2006,00;1888,00;1957,00;2284,00;2699,00;2789,00;3235,00;3480,00
D612;Cotisations sociales imputées à la charge des employeurs;NLD;Pays-Bas;EUR;Euro;4610,00;4662,00;5056,00;4992,00;3881,00;4020,00;4105,00;4195,00;4187,00;4315,00;4103,00;4203,00;4229,00;4299,00;4042,00;4053,00;4148,00;4328,00;4301,00;4525,00;5220,00;5546,00;5936,00
D214L;Autres impôts sur les produits n.c.a.;NLD;Pays-Bas;EUR;Euro;3901,00;4152,00;4506,00;5454,00;5903,00;5172,00;6711,00;6739,00;6934,00;6752,00;6372,00;7376,00;7259,00;7495,00;7824,00;8034,00;8548,00;9334,00;10451,00;11325,00;9649,00;9268,00;10531,00
D29;Autres impôts sur la production;NLD;Pays-Bas;EUR;Euro;4686,00;4725,00;4918,00;5295,00;5359,00;5495,00;5961,00;6355,00;6578,00;6967,00;7367,00;8281,00;10608,00;9049,00;9763,00;10135,00;10656,00;10971,00;12180,00;12529,00;11956,00;11982,00;12941,00
D29C;Impôts sur la masse salariale ou les effectifs employés;NLD;Pays-Bas;EUR;Euro;541,00;425,00;405,00;570,00;528,00;531,00;575,00;547,00;559,00;712,00;484,00;1054,00;1138,00;658,00;530,00;569,00;563,00;496,00;1226,00;864,00;770,00;928,00;722,00
D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;NLD;Pays-Bas;EUR;Euro;20173,00;20495,00;22061,00;23563,00;25112,00;25093,00;26400,00;24008,00;24492,00;23677,00;22149,00;23620,00;24722,00;25164,00;26762,00;27903,00;29841,00;30805,00;30692,00;32340,00;31589,00;31304,00;34516,00
D91C;Autres impôts en capital n.c.a.;NLD;Pays-Bas;EUR;Euro;202,00;219,00;215,00;220,00;258,00;243,00;282,00;273,00;224,00;225,00;220,00;191,00;150,00;159,00;159,00;165,00;157,00;180,00;203,00;203,00;175,00;232,00;65,00
D51O;Impôts sur le revenu des sociétés y compris les gains de détention;NLD;Pays-Bas;EUR;Euro;16530,00;14380,00;15972,00;19255,00;19198,00;20617,00;20295,00;12488,00;13748,00;13324,00;12781,00;13455,00;15925,00;18136,00;23306,00;23772,00;26039,00;28855,00;23443,00;32937,00;46440,00;51146,00;47871,00
D29B;Impôts sur l'utilisation d'actifs fixes;NLD;Pays-Bas;EUR;Euro;546,00;578,00;627,00;676,00;735,00;760,00;844,00;918,00;976,00;976,00;968,00;959,00;1048,00;1069,00;1080,00;1096,00;1121,00;1137,00;1144,00;1169,00;1184,00;1229,00;1302,00
D211;Taxes du type TVA;NLD;Pays-Bas;EUR;Euro;33573,00;34782,00;35587,00;36950,00;39888,00;41952,00;43308,00;41267,00;41840,00;41900,00;41777,00;42408,00;42951,00;44725,00;47798,00;49791,00;52648,00;58115,00;58971,00;65400,00;70458,00;75594,00;78805,00
D59A;Impôts courants sur le capital;NLD;Pays-Bas;EUR;Euro;891,00;954,00;1026,00;1091,00;-6,00;30,00;20,00;25,00;23,00;11,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;NLD;Pays-Bas;EUR;Euro;181997,00;185321,00;191325,00;200128,00;216566,00;226382,00;238754,00;226997,00;234108,00;237806,00;239462,00;246141,00;256915,00;261589,00;278874,00;292598,00;307013,00;326644,00;324332,00;349296,00;379657,00;413147,00;438648,00
D29H;Autres impôts sur la production n.c.a.;NLD;Pays-Bas;EUR;Euro;9,00;10,00;10,00;10,00;10,00;11,00;10,00;16,00;20,00;26,00;570,00;542,00;1486,00;521,00;968,00;1008,00;1009,00;1086,00;1158,00;1522,00;1084,00;1095,00;1144,00
D59;Autres impôts courants;NLD;Pays-Bas;EUR;Euro;4771,00;5035,00;5369,00;5798,00;4959,00;5465,00;5864,00;6190,00;6539,00;6684,00;6747,00;6844,00;7364,00;7438,00;7555,00;7755,00;7864,00;8063,00;8206,00;8249,00;8624,00;9059,00;9614,00
ODA;Total des recettes fiscales;NLD;Pays-Bas;EUR;Euro;112584,00;110457,00;115688,00;123414,00;131154,00;140394,00;148863,00;139580,00;142047,00;144294,00;142815,00;145971,00;156143,00;161811,00;170945,00;183732,00;191433,00;207685,00;205718,00;227930,00;249974,00;278344,00;297473,00
D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;NLD;Pays-Bas;EUR;Euro;20225,00;20629,00;21232,00;20595,00;24686,00;25898,00;28413,00;28242,00;29327,00;30264,00;32642,00;31616,00;34996,00;34614,00;36595,00;37720,00;40702,00;43693,00;44135,00;45071,00;49303,00;53521,00;58260,00
D214F;Taxes sur les loteries, les jeux et les paris;PRT;Portugal;EUR;Euro;125,92;114,97;116,96;111,50;130,08;139,23;150,98;146,65;142,17;140,16;111,73;105,92;102,56;106,62;122,07;144,52;162,46;221,22;222,96;216,98;261,18;387,79;430,62
D29C;Impôts sur la masse salariale ou les effectifs employés;PRT;Portugal;EUR;Euro;0,63;;;;;;;;;;;;;;;;;;;;;;
D214D;Taxes à l'immatriculation des véhicules;PRT;Portugal;EUR;Euro;1186,16;1013,69;1152,97;1211,94;1205,14;1220,66;945,62;714,35;831,83;643,72;370,22;360,43;476,04;584,60;687,10;774,57;784,84;743,41;447,22;432,20;455,04;476,85;467,83
D59F;Autres impôts courants n.c.a.;PRT;Portugal;EUR;Euro;406,30;293,41;305,06;319,38;384,92;410,45;415,44;386,97;359,53;382,78;360,86;356,09;310,00;284,62;275,66;283,21;288,74;307,19;299,66;323,85;331,08;425,82;399,91
ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;PRT;Portugal;EUR;Euro;44266,21;43862,76;45887,31;48941,64;52082,40;55731,61;56716,10;52174,89;54447,13;56690,66;53203,29;57778,62;59074,77;61644,42;63272,97;66565,62;70659,79;73689,93;70292,47;75701,57;86972,20;95024,71;101483,84
D29A;Impôts sur les terrains, bâtiments et autres constructions;PRT;Portugal;EUR;Euro;607,16;696,55;784,68;831,50;906,83;1011,31;1110,52;1073,77;1119,68;1218,86;1150,08;1353,90;1476,35;1549,07;1536,14;1576,96;1664,91;1720,10;1648,55;1633,11;1645,31;1665,30;1674,82
D51;Impôts sur le revenu;PRT;Portugal;EUR;Euro;12099,82;11043,92;12007,41;12301,42;13379,76;15545,54;16076,24;14579,04;14584,72;16053,04;14413,57;18654,79;18252,93;18762,31;18303,69;18905,43;20113,80;20242,06;19533,60;20178,81;24992,65;27751,33;28642,76
D59;Autres impôts courants;PRT;Portugal;EUR;Euro;477,70;375,31;392,61;417,91;486,90;517,24;557,17;564,18;513,24;556,43;581,86;599,10;542,72;512,17;510,25;539,37;564,85;622,87;559,03;605,63;700,41;847,79;843,49
D612;Cotisations sociales imputées à la charge des employeurs;PRT;Portugal;EUR;Euro;3883,20;4374,20;4934,27;5404,48;5741,86;5591,53;5729,14;6192,04;5905,90;5530,55;4521,23;5310,67;4881,69;4601,57;4696,16;4738,07;4728,15;4757,80;4656,48;4862,95;4899,94;5094,10;5430,48
D214L;Autres impôts sur les produits n.c.a.;PRT;Portugal;EUR;Euro;30,42;28,41;33,34;54,39;61,42;65,05;66,95;64,66;54,48;49,30;54,97;58,28;44,69;39,80;39,00;39,72;39,35;41,72;43,21;42,50;41,82;54,83;71,82
D214C;Impôts sur les opérations financières et les opérations en capital;PRT;Portugal;EUR;Euro;719,79;604,90;585,72;691,04;748,02;972,66;774,69;634,52;594,62;512,87;427,63;355,64;482,83;568,73;639,61;874,40;975,81;1020,49;949,10;1313,44;1659,13;1676,39;1675,36
D91A;Impôts sur les transferts en capital;PRT;Portugal;EUR;Euro;105,09;104,98;26,88;68,83;23,03;9,63;8,25;0,27;84,88;0,03;258,46;1,75;0,00;;0,31;;0,23;;0,08;0,00;0,06;0,09;0,04
D91;Impôts en capital;PRT;Portugal;EUR;Euro;105,09;104,98;26,88;68,83;23,03;9,63;8,25;0,27;84,88;0,03;258,46;1,75;0,00;;0,31;;0,23;;0,08;0,00;0,06;0,09;0,04
D214E;Taxes sur les spectacles et divertissements;PRT;Portugal;EUR;Euro;0,01;;;;;;;;;;;;;;;;;;;;;;
D29;Autres impôts sur la production;PRT;Portugal;EUR;Euro;1381,47;1242,60;1238,45;1344,07;1451,50;1567,77;1655,15;1612,25;1635,38;1882,17;1851,32;2340,41;2470,77;2691,75;2764,01;2613,98;2907,38;3068,86;3131,46;3119,35;3480,84;3694,73;3682,49
D61;Cotisations sociales nettes;PRT;Portugal;EUR;Euro;15626,07;16432,87;17307,91;18431,06;19229,80;19896,32;20724,76;21203,82;21368,33;21202,59;19142,64;20449,68;20457,66;20783,80;21610,27;22693,36;23859,55;25359,72;25599,42;27333,72;29685,18;32814,63;35882,51
D212;Impôts et droits sur les importations, à l'exclusion de la TVA;PRT;Portugal;EUR;Euro;272,73;264,08;318,31;455,35;713,72;603,64;434,33;316,66;1077,27;1128,93;966,84;815,78;923,62;1012,61;942,65;739,81;1257,65;1151,74;1044,24;1216,45;1133,08;1512,61;1490,13
D5;Impôts courants sur le revenu, le patrimoine, etc.;PRT;Portugal;EUR;Euro;12577,52;11419,23;12400,02;12719,33;13866,66;16062,78;16633,40;15143,22;15097,96;16609,47;14995,43;19253,89;18795,65;19274,48;18813,94;19444,80;20678,64;20864,92;20092,63;20784,44;25693,07;28599,12;29486,25
D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;PRT;Portugal;EUR;Euro;4640,95;3592,89;4308,52;4188,21;4774,71;6128,15;6352,65;4856,50;4935,81;5542,66;4623,02;5535,18;4930,52;5613,58;5674,09;6280,88;6802,09;6662,13;5540,05;5205,89;8081,63;9256,46;10993,49
D29E;Autorisations d'exercer des activités commerciales ou professionnelles;PRT;Portugal;EUR;Euro;101,01;93,32;93,66;96,73;108,93;124,45;120,80;118,11;116,15;116,00;111,27;88,54;111,98;111,12;119,56;122,56;129,58;133,11;129,61;136,57;161,52;165,04;127,18
D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;PRT;Portugal;EUR;Euro;7309,22;7275,49;7527,57;7992,06;8501,20;9327,70;9637,51;9652,02;9637,23;10508,86;9790,30;13119,44;13322,32;13148,69;12629,60;12624,55;13311,71;13579,93;13993,55;14972,92;16911,02;18494,87;17649,27
D59D;Paiements effectués par les ménages en vue de l’obtention de licences;PRT;Portugal;EUR;Euro;71,40;81,89;87,55;98,53;101,98;106,79;141,73;177,21;153,71;173,65;221,00;243,01;232,73;224,56;222,50;237,62;247,79;272,62;244,62;254,30;270,30;293,77;295,86
D6111;Cotisations de pension effectives à la charge des employeurs;PRT;Portugal;EUR;Euro;6747,02;6336,63;6925,51;7338,82;7200,72;7960,99;8284,25;8294,01;8791,97;9006,49;8427,71;8736,04;8766,84;9190,67;9681,12;10341,13;11440,83;12431,62;12653,04;13485,10;15040,47;17183,72;19415,72
ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;PRT;Portugal;EUR;Euro;48149,42;48236,96;50821,58;54346,12;57824,25;61323,14;62445,24;58366,94;60387,51;62237,48;57741,62;63108,04;63975,53;66265,66;67988,34;71324,22;75409,64;78465,48;74967,75;80582,73;91890,62;100138,99;106935,35
D51D;Taxes sur les gains des loteries et des paris;PRT;Portugal;EUR;Euro;149,65;175,54;171,32;121,16;103,85;89,69;86,07;70,52;11,69;1,52;0,25;0,17;0,09;0,05;;;;;;;;;
D214H;Autres taxes sur des services déterminés;PRT;Portugal;EUR;Euro;53,48;56,79;61,07;59,33;62,37;64,43;64,83;65,79;72,87;74,63;74,73;81,28;70,58;69,62;82,24;90,46;89,51;94,06;45,21;53,36;100,91;138,83;153,29
D214A;Droits d'accise et impôts de consommation;PRT;Portugal;EUR;Euro;3983,47;4282,12;4247,24;4144,01;4248,77;4106,60;4273,20;4272,29;3741,86;3583,93;3426,12;3499,50;3425,85;3607,34;4167,59;4597,12;4170,25;4278,19;3971,19;4089,95;3599,09;3743,87;4115,67
D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;PRT;Portugal;EUR;Euro;272,61;264,08;318,31;455,35;713,72;603,64;434,33;316,66;1077,27;1128,93;966,84;815,78;923,62;1012,61;942,65;739,81;1257,65;1151,74;1044,24;1216,45;1133,08;1512,61;1490,13
D2122C;Droits d'accise;PRT;Portugal;EUR;Euro;272,61;264,08;318,31;455,35;713,72;603,64;434,33;316,66;1077,27;1128,93;966,84;815,78;923,62;1012,61;942,65;739,81;1257,65;1151,74;1044,24;1216,45;1133,08;1512,61;1490,13
D29H;Autres impôts sur la production n.c.a.;PRT;Portugal;EUR;Euro;565,15;323,49;252,20;301,58;317,24;300,39;296,12;253,32;214,18;334,85;342,52;578,16;389,16;537,40;553,92;409,06;418,04;426,13;455,58;498,30;538,15;514,01;484,46
D611;Cotisations sociales effectives à la charge des employeurs;PRT;Portugal;EUR;Euro;6747,02;6336,63;6925,51;7338,82;7200,72;7960,99;8284,25;8294,01;8791,97;9006,49;8427,71;8736,04;8766,84;9190,67;9681,12;10341,13;11440,83;12431,62;12653,04;13485,10;15040,47;17183,72;19415,72
D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;PRT;Portugal;EUR;Euro;7471,92;7645,63;7893,91;8265,11;8721,14;8781,84;8477,78;8019,61;7439,66;7007,52;6411,53;6441,58;6545,39;7051,04;7982,99;8923,46;8750,83;9094,10;8158,49;8839,96;8989,25;9426,27;10093,04
D59A;Impôts courants sur le capital;PRT;Portugal;EUR;Euro;0,01;;;;;;;;;;;;;;;;;;;;;;
D214J;Bénéfices des monopoles fiscaux;PRT;Portugal;EUR;Euro;216,61;235,41;319,51;528,99;618,08;520,93;461,87;466,57;424,96;476,51;528,48;537,94;539,34;582,24;674,21;731,45;745,83;779,43;627,56;651,82;692,27;683,24;675,87
D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;PRT;Portugal;EUR;Euro;44266,22;43862,76;45887,31;48941,63;52082,40;55731,61;56716,10;52174,89;54481,61;56706,93;53220,39;57797,38;59093,83;61664,09;63292,18;66586,15;70681,48;73707,69;70311,27;75719,79;86990,68;95044,88;101504,88
