Cde_Transaction;Transaction;Cde_Pays;Pays;Cde_Devise;Devise;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
D214E;Taxes sur les spectacles et divertissements;LUX;Luxembourg;EUR;Euro;2,08;2,11;2,05;1,87;1,93;2,02;2,19;1,35;1,46;1,80;2,02;1,96;1,80;1,75;1,69;1,50;1,27;1,22;0,24;0,34;0,82;0,96;0,94
D6131;Cotisations de pension effectives à la charge des ménages;LUX;Luxembourg;EUR;Euro;869,90;923,31;993,01;1058,02;1130,67;1222,51;1318,80;1357,00;1386,51;1468,19;1545,86;1675,01;1710,77;1786,85;1846,87;1972,03;2093,99;2235,83;2377,19;2512,20;2723,57;3014,00;3147,25
D611;Cotisations sociales effectives à la charge des employeurs;LUX;Luxembourg;EUR;Euro;1163,82;1236,07;1288,09;1378,21;1456,46;1580,49;1695,00;1808,28;1887,71;1999,41;2113,27;2156,99;2218,24;2334,73;2406,45;2564,11;2707,16;2846,38;2955,12;3148,52;3418,75;3748,24;3772,53
D211;Taxes du type TVA;LUX;Luxembourg;EUR;Euro;1361,82;1463,29;1656,96;1850,56;1897,46;2281,89;2388,99;2478,30;2658,27;2907,67;3196,19;3449,29;3770,18;3014,60;3148,01;3381,84;3709,77;3944,72;4012,12;4581,29;5187,71;5276,80;5734,17
D613C;Cotisations sociales effectives obligatoires à la charge des ménages;LUX;Luxembourg;EUR;Euro;1459,89;1558,50;1662,24;1797,11;1914,28;2129,02;2290,67;2432,00;2499,18;2663,38;2814,26;2974,15;3072,33;3212,54;3330,34;3562,69;3778,58;4018,16;4252,66;4503,81;4881,39;5386,89;5494,23
D214L;Autres impôts sur les produits n.c.a.;LUX;Luxembourg;EUR;Euro;11,01;9,28;9,92;9,45;4,12;7,70;8,35;8,05;13,05;12,16;16,69;14,71;12,92;21,50;26,94;17,43;21,15;20,43;13,48;35,00;42,04;39,00;53,49
D21;Impôts sur les produits;LUX;Luxembourg;EUR;Euro;2665,65;2835,32;3222,21;3454,09;3564,97;4087,11;4129,87;4068,88;4295,77;4669,76;5005,59;5229,47;5688,37;4766,72;4993,25;5340,95;5865,03;6151,62;6108,88;7113,62;7683,85;7737,85;8344,73
D91;Impôts en capital;LUX;Luxembourg;EUR;Euro;32,40;47,70;40,68;43,99;47,47;46,55;53,33;52,33;50,16;43,43;71,10;71,81;73,66;74,11;85,91;110,77;90,56;114,18;84,48;118,24;145,44;141,06;134,28
D59F;Autres impôts courants n.c.a.;LUX;Luxembourg;EUR;Euro;41,01;26,37;26,14;27,81;30,83;52,50;51,89;58,75;52,34;50,58;50,00;55,35;52,13;55,16;54,42;57,39;56,11;57,77;58,49;58,77;59,34;58,77;60,70
ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;LUX;Luxembourg;EUR;Euro;9719,65;10204,96;10608,76;11762,58;12512,48;13930,20;14511,13;14694,97;15673,82;16601,97;17571,39;18435,27;19381,97;19551,55;20623,77;22050,40;24567,06;25685,78;25705,90;28787,06;30855,15;33757,16;36804,60
ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;LUX;Luxembourg;EUR;Euro;9394,89;9840,16;10230,72;11352,55;12082,40;13483,19;14041,55;14187,66;15140,58;16038,03;16968,49;17796,68;18703,49;18844,31;19878,32;21257,26;23745,07;24823,10;24797,71;27832,17;29835,24;32653,64;35631,22
D5;Impôts courants sur le revenu, le patrimoine, etc.;LUX;Luxembourg;EUR;Euro;3656,48;3765,54;3558,21;4108,78;4408,62;4881,24;5262,19;5263,69;5730,38;6004,81;6276,02;6601,90;6796,67;7454,73;8010,51;8539,90;10133,56;10510,52;10211,83;11454,92;12382,95;14302,96;16467,75
D6112;Cotisations effectives autres que de pension à la charge des employeurs;LUX;Luxembourg;EUR;Euro;481,17;517,23;541,20;581,77;598,58;647,23;682,28;762,94;782,20;835,26;891,18;884,68;924,60;974,74;995,49;1043,36;1086,05;1124,03;1158,54;1237,86;1344,31;1472,26;1368,53
D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;LUX;Luxembourg;EUR;Euro;1926,03;1892,37;1571,15;1752,73;1680,28;1976,90;2003,30;2075,17;2310,51;2148,42;2257,37;2212,79;2139,82;2295,08;2458,92;2901,52;3792,54;3761,12;3079,72;3277,36;3415,14;3962,77;5572,92
D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;LUX;Luxembourg;EUR;Euro;252,70;262,11;303,61;333,84;366,76;469,94;370,22;291,53;310,93;344,39;360,12;373,62;431,66;453,79;507,52;573,89;677,79;612,37;659,28;841,49;793,60;564,12;501,26
D214A;Droits d'accise et impôts de consommation;LUX;Luxembourg;EUR;Euro;42,94;54,12;65,94;71,83;50,83;59,03;67,52;71,99;74,32;80,94;80,60;77,41;76,64;75,58;75,98;64,07;78,88;79,84;78,27;81,80;86,58;90,79;104,44
D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;LUX;Luxembourg;EUR;Euro;9406,36;9853,28;10245,11;11367,76;12099,22;13501,47;14061,27;14213,33;15168,98;16068,72;17001,29;17843,35;18754,43;18883,42;19921,44;21303,42;23796,76;24881,68;24867,78;27890,36;29941,39;32746,15;35718,36
D214D;Taxes à l'immatriculation des véhicules;LUX;Luxembourg;EUR;Euro;2,54;5,71;6,90;6,59;7,15;7,27;6,35;7,34;7,12;7,76;7,92;6,37;8,69;8,04;8,46;8,94;9,05;9,50;8,69;9,15;8,65;9,55;10,16
D212;Impôts et droits sur les importations, à l'exclusion de la TVA;LUX;Luxembourg;EUR;Euro;1051,13;1109,92;1261,64;1269,70;1300,74;1335,28;1370,66;1299,06;1326,57;1417,70;1449,28;1406,57;1486,53;1298,33;1337,72;1385,22;1477,47;1594,53;1437,48;1690,84;1702,54;1896,93;2109,31
D214F;Taxes sur les loteries, les jeux et les paris;LUX;Luxembourg;EUR;Euro;17,38;17,37;20,26;21,27;23,86;24,05;25,96;27,18;26,15;26,76;25,19;20,94;19,25;19,42;18,09;18,71;19,94;22,40;11,91;21,16;20,12;24,22;25,26
D6111;Cotisations de pension effectives à la charge des employeurs;LUX;Luxembourg;EUR;Euro;682,65;718,85;746,89;796,44;857,88;933,26;1012,72;1045,34;1105,51;1164,16;1222,09;1272,31;1293,65;1360,00;1410,95;1520,75;1621,10;1722,35;1796,58;1910,65;2074,43;2275,98;2404,01
D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;LUX;Luxembourg;EUR;Euro;1,58;1,75;1,85;2,02;2,09;2,29;2,40;2,62;2,52;2,79;2,96;3,48;3,47;3,55;3,70;4,02;3,80;3,17;2,94;3,22;3,51;3,85;3,89
D51;Impôts sur le revenu;LUX;Luxembourg;EUR;Euro;3453,65;3582,80;3396,13;3913,77;4225,65;4654,37;5038,98;4991,16;5466,71;5695,18;5955,22;6273,90;6467,14;7011,02;7443,17;7957,73;9391,47;9678,02;9369,61;10595,66;11443,41;13141,64;15301,02
D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;LUX;Luxembourg;EUR;Euro;1163,82;1236,07;1288,09;1378,21;1456,46;1580,49;1695,00;1808,28;1887,71;1999,41;2113,27;2156,99;2218,24;2334,73;2406,45;2564,11;2707,16;2846,38;2955,12;3148,52;3418,75;3748,24;3772,53
D613V;Cotisations sociales effectives volontaires des ménages;LUX;Luxembourg;EUR;Euro;11,47;13,12;14,39;15,20;16,82;18,28;19,71;25,67;28,40;30,69;32,81;33,46;35,57;38,22;40,60;43,89;45,96;48,27;53,17;57,92;67,01;78,91;72,02
D214H;Autres taxes sur des services déterminés;LUX;Luxembourg;EUR;Euro;1,89;1,69;2,13;2,23;2,36;2,75;3,16;3,08;3,13;3,45;4,20;4,07;4,56;4,82;6,25;4,78;5,98;6,93;4,28;6,11;5,66;6,09;6,30
D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;LUX;Luxembourg;EUR;Euro;1051,13;1109,92;1261,64;1269,70;1300,74;1335,28;1370,66;1299,06;1326,57;1417,70;1449,28;1406,57;1486,53;1298,33;1337,72;1385,22;1477,47;1594,53;1437,48;1690,84;1702,54;1896,93;2109,31
D29;Autres impôts sur la production;LUX;Luxembourg;EUR;Euro;416,67;397,03;459,28;570,35;690,60;758,78;610,51;562,48;677,38;657,24;688,24;775,57;869,59;1002,38;1054,38;1141,11;1175,90;1192,55;1201,64;1493,32;1362,00;1350,25;1432,83
D59A;Impôts courants sur le capital;LUX;Luxembourg;EUR;Euro;161,82;156,38;135,94;167,20;152,14;174,36;171,32;213,78;211,33;259,05;270,80;272,65;277,40;388,54;512,92;524,78;685,98;774,73;783,73;800,49;880,20;1102,54;1106,02
D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;LUX;Luxembourg;EUR;Euro;1157,70;1224,35;1307,79;1410,25;1514,61;1690,72;1830,34;1930,91;2017,06;2128,43;2247,49;2307,93;2372,47;2497,87;2590,26;2786,13;2970,74;3163,23;3340,29;3532,12;3844,97;4233,65;4262,99
D2122C;Droits d'accise;LUX;Luxembourg;EUR;Euro;1051,13;1109,92;1261,64;1269,70;1300,74;1335,28;1370,66;1299,06;1326,57;1417,70;1449,28;1406,57;1486,53;1298,33;1337,72;1385,22;1477,47;1594,53;1437,48;1690,84;1702,54;1896,93;2109,31
D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;LUX;Luxembourg;EUR;Euro;1527,62;1690,43;1824,99;2161,03;2545,37;2677,47;3035,68;2915,99;3156,20;3546,76;3697,85;4061,11;4327,32;4715,94;4984,25;5056,21;5598,93;5916,90;6289,89;7318,31;8028,27;9178,87;9728,11
D61;Cotisations sociales nettes;LUX;Luxembourg;EUR;Euro;2948,45;3159,37;3328,37;3585,35;3800,82;4156,52;4455,24;4747,58;4920,12;5226,73;5530,43;5769,74;5969,05;6254,51;6482,23;6919,95;7307,73;7727,22;8115,97;8607,22;9320,05;10238,64;10440,15
D6121;Cotisations de pension imputées à la charge des employeurs;LUX;Luxembourg;EUR;Euro;313,28;351,68;363,64;394,82;413,27;428,72;449,87;481,64;504,84;533,25;570,09;605,14;642,91;669,03;704,84;749,25;776,03;814,41;855,02;896,97;952,90;1024,61;1101,36
D29H;Autres impôts sur la production n.c.a.;LUX;Luxembourg;EUR;Euro;384,56;364,18;424,32;533,86;652,06;706,85;557,64;506,00;623,34;602,81;631,59;711,48;804,31;933,97;987,96;1072,09;1107,05;1119,76;1123,67;1410,19;1279,12;1262,10;1349,64
D29B;Impôts sur l'utilisation d'actifs fixes;LUX;Luxembourg;EUR;Euro;12,18;12,32;12,71;13,03;14,92;26,99;27,56;29,97;27,09;26,24;25,44;29,14;28,83;28,73;27,84;27,61;27,89;27,94;28,31;28,27;28,45;28,48;28,57
D29A;Impôts sur les terrains, bâtiments et autres constructions;LUX;Luxembourg;EUR;Euro;19,92;20,54;22,25;23,46;23,62;24,93;25,31;26,51;26,95;28,19;30,47;29,95;31,30;32,84;33,45;34,53;34,68;34,75;35,59;37,41;40,38;41,09;41,13
D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;LUX;Luxembourg;EUR;Euro;1527,62;1690,43;1824,99;2161,03;2545,37;2677,47;3035,68;2915,99;3156,20;3546,76;3697,85;4061,11;4327,32;4715,94;4984,25;5056,21;5598,93;5916,90;6289,89;7318,31;8028,27;9178,87;9728,11
D61N;Cotisations sociales effectives des employeurs et des ménages;LUX;Luxembourg;EUR;Euro;2635,17;2807,69;2964,72;3190,53;3387,56;3727,80;4005,38;4265,94;4415,29;4693,48;4960,34;5164,60;5326,14;5585,48;5777,39;6170,69;6531,70;6912,81;7260,95;7710,25;8367,15;9214,03;9338,78
D91A;Impôts sur les transferts en capital;LUX;Luxembourg;EUR;Euro;32,40;47,70;40,68;43,99;47,47;46,55;53,33;52,33;50,16;43,43;71,10;71,81;73,66;74,11;85,91;110,77;90,56;114,18;84,48;118,24;145,44;141,06;134,28
D51O;Impôts sur le revenu des sociétés y compris les gains de détention;LUX;Luxembourg;EUR;Euro;1926,03;1892,37;1571,15;1752,73;1680,28;1976,90;2003,30;2075,17;2310,51;2148,42;2257,37;2212,79;2139,82;2295,08;2458,92;2901,52;3792,54;3761,12;3079,72;3277,36;3415,14;3962,77;5572,92
D214G;Taxes sur les primes d'assurance;LUX;Luxembourg;EUR;Euro;25,68;31,46;26,56;31,13;30,02;32,04;36,12;39,13;39,79;38,41;41,55;44,76;44,79;45,57;48,69;64,62;59,28;64,97;67,03;78,10;67,00;97,81;89,69
ODA;Total des recettes fiscales;LUX;Luxembourg;EUR;Euro;6771,19;7045,59;7280,39;8177,23;8711,66;9773,67;10055,89;9947,39;10753,69;11375,24;12040,95;12678,75;13428,29;13297,94;14144,05;15132,73;17265,06;17968,87;17606,83;20180,11;21574,24;23532,12;26379,58
D59;Autres impôts courants;LUX;Luxembourg;EUR;Euro;202,83;182,74;162,08;195,02;182,97;226,86;223,21;272,53;263,67;309,63;320,80;328,00;329,53;443,71;567,34;582,17;742,10;832,50;842,22;859,26;939,54;1161,32;1166,72
D2;Impôts sur la production et les importations;LUX;Luxembourg;EUR;Euro;3082,32;3232,35;3681,49;4024,45;4255,56;4845,89;4740,38;4631,36;4973,15;5327,00;5693,83;6005,04;6557,97;5769,10;6047,63;6482,06;7040,93;7344,17;7310,52;8606,94;9045,85;9088,10;9777,56
D91;Impôts en capital;LVA;Lettonie;EUR;Euro;0,00;0,04;0,06;0,10;0,17;3,49;4,33;4,18;3,41;3,75;4,07;4,89;6,73;10,24;10,88;11,00;13,38;15,67;14,79;20,13;17,27;14,44;15,29
D91A;Impôts sur les transferts en capital;LVA;Lettonie;EUR;Euro;0,00;0,04;0,06;0,10;0,17;3,49;4,33;4,18;3,41;3,75;4,07;4,89;5,90;7,04;8,05;8,95;10,34;11,48;11,65;14,82;13,36;12,16;12,99
ODC;Produit total des impôts et cotisations sociales nettes (y compris cotisations sociales imputées), après déduction des montants dus non recouvrables;LVA;Lettonie;EUR;Euro;2352,92;2644,38;3061,84;3798,13;4920,55;6411,08;6896,10;5257,67;5132,62;5773,86;6401,04;6727,67;7069,59;7370,08;7849,89;8451,43;8971,02;9687,13;9565,94;10411,59;11910,35;12991,34;14267,72
D6111;Cotisations de pension effectives à la charge des employeurs;LVA;Lettonie;EUR;Euro;428,70;445,14;505,93;594,96;759,28;976,72;1067,77;959,55;880,48;941,16;1011,67;1061,88;1019,21;1004,19;1060,89;1127,51;1305,56;1433,29;1454,47;1555,15;1732,65;1952,49;2117,23
D59A;Impôts courants sur le capital;LVA;Lettonie;EUR;Euro;16,97;19,94;21,95;26,36;29,27;15,64;18,99;18,91;34,25;2,16;0,06;0,00;0,00;;;;;;;;;;
D6132;Cotisations effectives autres que de pension à la charge des ménages;LVA;Lettonie;EUR;Euro;46,71;52,67;60,24;71,00;90,69;117,26;127,98;115,01;94,79;126,31;137,21;128,65;157,34;178,67;165,47;194,64;238,05;259,06;276,92;291,31;340,54;384,79;418,79
D6112;Cotisations effectives autres que de pension à la charge des employeurs;LVA;Lettonie;EUR;Euro;135,38;140,57;159,77;187,88;239,77;308,44;337,19;303,02;278,05;297,21;319,48;335,33;358,10;430,37;454,67;483,22;559,53;614,27;623,35;666,49;742,56;836,78;907,39
D613CE;Cotisations sociales effectives obligatoires à la charge des salariés;LVA;Lettonie;EUR;Euro;191,82;215,82;245,55;289,24;369,88;476,66;521,13;467,95;385,61;515,58;560,48;524,78;593,30;582,90;538,10;633,77;768,56;835,89;894,31;927,92;1083,18;1226,90;1333,38
D214;Impôts sur les produits à l'exclusion de TVA et des impôts sur les importations et les exportations;LVA;Lettonie;EUR;Euro;283,96;339,21;427,81;544,79;653,15;780,67;898,28;812,34;791,58;872,37;928,02;1003,79;1045,60;1119,49;1197,93;1247,91;1391,84;1329,68;1311,24;1315,49;1266,52;1323,99;1412,58
D29H;Autres impôts sur la production n.c.a.;LVA;Lettonie;EUR;Euro;3,99;11,60;12,70;15,85;19,54;24,49;26,56;21,73;25,37;30,44;49,44;38,84;40,04;32,81;31,18;28,66;27,45;25,53;25,88;28,38;29,29;31,55;129,55
D51B;Impôts sur le revenu ou les bénéfices des sociétés non compris les gains de détention;LVA;Lettonie;EUR;Euro;163,99;138,18;185,13;257,77;363,22;570,20;726,86;291,96;175,49;284,57;353,83;369,74;363,69;388,62;424,22;427,38;163,39;180,36;259,72;339,68;412,83;541,88;791,07
D611C;Cotisations sociales effectives obligatoires à la charge des employeurs;LVA;Lettonie;EUR;Euro;564,08;585,71;665,69;782,85;999,06;1285,15;1404,96;1262,57;1158,53;1238,37;1331,15;1397,22;1377,31;1434,56;1515,55;1610,74;1865,08;2047,56;2077,82;2221,64;2475,21;2789,28;3024,62
D51A;Impôts sur le revenu des personnes physiques ou des ménages non compris les gains de détention;LVA;Lettonie;EUR;Euro;458,00;529,76;628,96;733,80;957,99;1286,53;1458,71;1010,22;1116,29;1136,71;1258,28;1319,84;1397,31;1444,59;1587,20;1777,11;1741,53;1978,18;1803,87;2009,63;2268,94;2524,45;2869,78
D51;Impôts sur le revenu;LVA;Lettonie;EUR;Euro;621,99;667,94;814,09;991,57;1321,21;1856,73;2185,56;1302,18;1291,78;1421,28;1612,11;1689,58;1761,00;1833,21;2011,42;2204,49;1904,92;2158,54;2063,59;2349,31;2681,77;3066,34;3660,84
D59;Autres impôts courants;LVA;Lettonie;EUR;Euro;16,97;19,94;21,95;26,36;29,27;15,97;19,27;19,36;34,78;42,93;44,90;48,73;50,50;54,65;55,36;61,41;63,14;64,86;67,35;69,49;71,16;71,86;72,36
D613;Cotisations sociales effectives à la charge des ménages;LVA;Lettonie;EUR;Euro;194,64;219,45;251,02;295,85;377,89;488,59;533,25;479,23;394,95;526,28;571,70;536,05;605,14;595,55;551,57;648,81;793,48;863,54;923,07;971,04;1135,12;1282,62;1395,98
D29F;Impôts sur les émissions polluantes;LVA;Lettonie;EUR;Euro;15,34;13,96;11,76;14,72;15,64;14,77;13,32;10,50;12,44;14,74;17,45;19,10;63,45;62,87;62,48;68,15;45,53;91,36;97,02;106,16;116,84;146,10;156,85
D2_D5_D91_D611_D613;Total des impôts et des cotisations sociales;LVA;Lettonie;EUR;Euro;2338,63;2626,13;3042,76;3770,94;4881,28;6359,94;6796,90;5193,27;5095,62;5741,71;6355,39;6668,27;6997,51;7288,74;7761,67;8353,57;8862,91;9538,57;9432,20;10269,61;11743,06;12801,36;14019,46
D2121;Droits sur les importations;LVA;Lettonie;EUR;Euro;21,47;26,72;9,60;;;;;;;;;;;;;;;;;;;;
D51M;Impôts sur le revenu des personnes physiques ou des ménages y compris les gains de détention;LVA;Lettonie;EUR;Euro;458,00;529,76;628,96;733,80;957,99;1286,53;1458,71;1010,22;1116,29;1136,71;1258,28;1319,84;1397,31;1444,59;1587,20;1777,11;1741,53;1978,18;1803,87;2009,63;2268,94;2524,45;2869,78
D61N;Cotisations sociales effectives des employeurs et des ménages;LVA;Lettonie;EUR;Euro;758,72;805,16;916,71;1078,70;1376,95;1773,74;1938,21;1741,80;1553,48;1764,65;1902,85;1933,27;1982,45;2030,11;2067,12;2259,55;2658,56;2911,10;3000,89;3192,68;3610,33;4071,90;4420,60
D612;Cotisations sociales imputées à la charge des employeurs;LVA;Lettonie;EUR;Euro;14,29;18,25;19,08;27,20;39,28;51,14;99,21;64,41;36,99;32,16;45,66;59,40;72,09;81,35;88,21;97,88;108,11;148,56;133,74;141,99;167,30;189,99;248,26
D613C;Cotisations sociales effectives obligatoires à la charge des ménages;LVA;Lettonie;EUR;Euro;194,62;219,44;251,00;295,83;377,86;488,56;533,20;479,18;394,89;526,19;571,58;535,89;604,97;595,34;551,34;648,61;793,26;863,32;922,87;970,85;1134,91;1282,37;1395,70
D29;Autres impôts sur la production;LVA;Lettonie;EUR;Euro;89,25;110,97;114,67;127,74;139,84;174,70;169,81;161,70;194,21;249,85;280,28;281,86;344,43;345,09;370,97;384,45;358,00;403,77;405,53;422,76;438,88;479,01;591,24
D214C;Impôts sur les opérations financières et les opérations en capital;LVA;Lettonie;EUR;Euro;16,47;24,16;32,50;47,58;75,12;86,07;49,77;25,26;26,06;36,85;40,18;43,19;49,23;41,65;40,49;41,26;41,80;45,15;43,82;49,98;46,62;42,27;44,50
D211;Taxes du type TVA;LVA;Lettonie;EUR;Euro;546,27;656,15;737,71;1001,68;1360,69;1726,57;1549,39;1125,60;1212,45;1385,09;1582,25;1704,49;1804,94;1893,40;2045,90;2180,49;2468,03;2652,47;2568,49;2898,63;3652,74;3771,99;3845,03
D6131;Cotisations de pension effectives à la charge des ménages;LVA;Lettonie;EUR;Euro;147,93;166,78;190,77;224,84;287,19;371,33;405,27;364,21;300,16;399,97;434,49;407,40;447,80;416,89;386,10;454,16;555,44;604,48;646,15;679,73;794,58;897,83;977,18
ODA;Total des recettes fiscales;LVA;Lettonie;EUR;Euro;1579,91;1820,97;2126,05;2692,24;3504,33;4586,20;4858,69;3451,47;3542,14;3977,06;4452,54;4735,00;5015,06;5258,63;5694,55;6094,02;6204,35;6627,47;6431,31;7076,93;8132,73;8729,46;9598,86
D2;Impôts sur la production et les importations;LVA;Lettonie;EUR;Euro;940,95;1133,04;1289,96;1674,21;2153,68;2710,01;2649,53;2125,76;2212,17;2509,09;2791,45;2991,81;3196,84;3360,52;3616,89;3817,12;4222,91;4388,40;4285,59;4638,00;5362,54;5576,82;5850,37
D29E;Autorisations d'exercer des activités commerciales ou professionnelles;LVA;Lettonie;EUR;Euro;3,53;3,87;4,66;5,09;6,22;5,85;5,47;4,06;4,04;3,53;3,35;3,37;3,81;3,36;3,71;4,11;5,26;4,80;4,53;5,18;5,22;4,66;4,85
D214A;Droits d'accise et impôts de consommation;LVA;Lettonie;EUR;Euro;253,95;300,65;368,71;465,02;528,69;601,73;736,83;687,11;640,03;689,57;708,42;732,54;750,71;796,30;862,75;913,29;1040,79;1067,85;1066,52;1111,67;1137,60;1158,67;1193,12
D51O;Impôts sur le revenu des sociétés y compris les gains de détention;LVA;Lettonie;EUR;Euro;163,99;138,18;185,13;257,77;363,22;570,20;726,86;291,96;175,49;284,57;353,83;369,74;363,69;388,62;424,22;427,38;163,39;180,36;259,72;339,68;412,83;541,88;791,07
D214H;Autres taxes sur des services déterminés;LVA;Lettonie;EUR;Euro;3,07;3,34;5,10;;;;;;;;;;;;;;;;;;;1,63;1,75
D613CS;Cotisations sociales effectives obligatoires à la charge des travailleurs indépendants;LVA;Lettonie;EUR;Euro;2,80;3,62;5,45;6,59;7,98;11,90;12,07;11,24;9,27;10,60;11,10;11,11;11,67;12,44;13,23;14,84;24,70;27,44;28,56;42,93;51,73;55,47;62,32
D5;Impôts courants sur le revenu, le patrimoine, etc.;LVA;Lettonie;EUR;Euro;638,96;687,89;836,04;1017,93;1350,48;1872,70;2204,83;1321,54;1326,56;1464,21;1657,01;1738,31;1811,49;1887,86;2066,78;2265,90;1968,06;2223,40;2130,94;2418,80;2752,92;3138,20;3733,20
ODD;Charges fiscales correspondant au produit total des impôts et cotisations sociales obligatoires après déduction des montants dus non recouvrables;LVA;Lettonie;EUR;Euro;2338,61;2626,11;3042,74;3770,92;4881,24;6359,91;6796,85;5193,22;5095,56;5741,61;6355,27;6668,11;6997,33;7288,52;7761,44;8353,36;8862,69;9538,35;9432,00;10269,41;11742,85;12801,10;14019,18
D611;Cotisations sociales effectives à la charge des employeurs;LVA;Lettonie;EUR;Euro;564,08;585,71;665,69;782,85;999,06;1285,15;1404,96;1262,57;1158,53;1238,37;1331,15;1397,22;1377,31;1434,56;1515,55;1610,74;1865,08;2047,56;2077,82;2221,64;2475,21;2789,28;3024,62
D29A;Impôts sur les terrains, bâtiments et autres constructions;LVA;Lettonie;EUR;Euro;66,40;73,82;80,80;87,63;94,46;105,64;100,60;103,97;127,61;156,81;167,00;172,71;191,25;197,04;219,88;228,17;223,15;226,43;222,16;226,22;230,61;236,52;237,34
D21;Impôts sur les produits;LVA;Lettonie;EUR;Euro;851,70;1022,08;1175,28;1546,47;2013,84;2535,32;2479,73;1964,05;2017,97;2259,24;2511,18;2709,94;2852,42;3015,44;3245,93;3432,67;3864,91;3984,63;3880,06;4215,24;4923,67;5097,81;5259,13
D61;Cotisations sociales nettes;LVA;Lettonie;EUR;Euro;773,01;823,41;935,79;1105,89;1416,23;1824,87;2037,41;1806,20;1590,47;1796,81;1948,50;1992,66;2054,53;2111,46;2155,34;2357,42;2766,68;3059,66;3134,63;3334,67;3777,62;4261,88;4668,86
D214F;Taxes sur les loteries, les jeux et les paris;LVA;Lettonie;EUR;Euro;10,48;11,06;14,51;18,67;29,87;42,24;40,72;29,11;21,76;22,88;27,93;29,19;30,22;31,72;34,41;36,34;44,39;46,90;33,78;20,18;39,51;47,79;54,37
D212;Impôts et droits sur les importations, à l'exclusion de la TVA;LVA;Lettonie;EUR;Euro;21,47;26,72;9,77;;;28,07;32,06;26,12;13,94;1,79;0,91;1,66;1,87;2,55;2,10;4,27;5,04;2,48;0,33;1,12;4,41;1,83;1,51
D613V;Cotisations sociales effectives volontaires des ménages;LVA;Lettonie;EUR;Euro;0,02;0,01;0,02;0,01;0,03;0,03;0,05;0,04;0,07;0,09;0,11;0,16;0,17;0,22;0,23;0,20;0,22;0,22;0,21;0,20;0,21;0,24;0,28
D29C;Impôts sur la masse salariale ou les effectifs employés;LVA;Lettonie;EUR;Euro;;7,72;4,75;4,44;3,98;3,68;3,77;3,04;2,83;2,99;2,92;3,01;3,05;3,04;3,03;3,07;3,12;3,23;3,14;2,77;3,17;3,13;3,19
D2122;Impôts sur les importations à l'exclusion de la TVA et des droits sur les importations;LVA;Lettonie;EUR;Euro;;;0,16;;;28,07;32,06;26,12;13,94;1,79;0,91;1,66;1,87;2,55;2,10;4,27;5,04;2,48;0,33;1,12;4,41;1,83;1,51
D2122A;Prélèvements sur les produits agricoles importés;LVA;Lettonie;EUR;Euro;;;0,16;;;;;;;;;;;;;;;;;;;;
D214D;Taxes à l'immatriculation des véhicules;LVA;Lettonie;EUR;Euro;;;6,99;13,52;19,47;23,77;13,55;3,75;5,05;7,76;8,91;9,92;11,19;11,13;10,31;0,01;0,00;;;;;;
D2122C;Droits d'accise;LVA;Lettonie;EUR;Euro;;;;;;28,07;32,06;26,12;13,94;1,79;0,91;1,66;1,87;2,55;2,10;4,27;5,04;2,48;0,33;1,12;4,41;1,83;1,51
D29B;Impôts sur l'utilisation d'actifs fixes;LVA;Lettonie;EUR;Euro;;;;;;20,28;20,10;18,41;21,93;41,35;40,11;44,84;42,83;45,98;50,70;52,30;53,49;52,44;52,80;54,06;53,74;57,05;59,47
D214I;Impôts généraux sur les ventes ou le chiffre d'affaires;LVA;Lettonie;EUR;Euro;;;;;;26,87;57,42;67,12;98,67;107,73;121,83;164,94;182,51;222,90;236,90;244,75;249,35;150,49;148,93;117,67;17,60;;
D59D;Paiements effectués par les ménages en vue de l’obtention de licences;LVA;Lettonie;EUR;Euro;;;;;;0,33;0,28;0,45;0,53;40,77;44,84;48,73;50,50;54,65;55,36;61,41;63,14;64,86;67,35;69,49;71,16;71,86;72,36
D214L;Autres impôts sur les produits n.c.a.;LVA;Lettonie;EUR;Euro;;;;;;;;;;7,59;20,75;24,01;21,75;15,78;13,06;12,26;15,51;19,29;18,20;16,00;25,19;73,63;118,84
D91B;Prélèvements sur le capital;LVA;Lettonie;EUR;Euro;;;;;;;;;;;;;0,83;3,21;2,83;2,05;3,03;4,20;3,14;5,31;3,91;2,28;2,30
