Cde_Pays;Pays;Cde_Dépense;Dépense;Année;Montant
DEU;Allemagne;GF0502;Gestion des eaux usées;2003;4,251000
DEU;Allemagne;GF07;Santé;2003;151,020000
DEU;Allemagne;GF03;Ordre et sécurité publics;2003;35,587000
DEU;Allemagne;GF06;Logement et développement collectif;2003;23,263000
DEU;Allemagne;GF0501;Gestion des déchets;2003;4,179000
DEU;Allemagne;GF04;Affaires économiques;2003;108,645000
DEU;Allemagne;GF1007;Exclusion sociale n.c.a.;2003;17,166000
DEU;Allemagne;GF1005;Chômage;2003;60,629000
DEU;Allemagne;GF09;Enseignement;2003;92,724000
DEU;Allemagne;GF0905;Enseignement non défini par niveau;2003;2,851000
DEU;Allemagne;GF0104;Recherche fondamentale;2003;15,642000
DEU;Allemagne;GF0908;Enseignement n.c.a.;2003;1,202000
DEU;Allemagne;GF0205;Défense n.c.a.;2003;0,301000
DEU;Allemagne;GF0906;Services annexes à l'enseignement;2003;3,406000
DEU;Allemagne;GF0506;Protection de l'environnement n.c.a.;2003;1,244000
DEU;Allemagne;GF0405;Transports;2003;51,873000
DEU;Allemagne;GF0902;Enseignement secondaire;2003;40,722000
DEU;Allemagne;GF0705;RetD dans le domaine de la santé;2003;1,400000
DEU;Allemagne;GF0702;Services ambulatoires;2003;44,095000
DEU;Allemagne;GF1003;Survivants;2003;50,242000
DEU;Allemagne;GF0404;Industries extractives et manufacturières, construction;2003;6,394000
DEU;Allemagne;GF0304;Administration pénitentiaire;2003;2,533000
DEU;Allemagne;GF0103;Services généraux;2003;19,448000
DEU;Allemagne;GF0202;Défense civile;2003;0,106000
DEU;Allemagne;GF0503;Lutte contre la pollution;2003;2,064000
DEU;Allemagne;GF0102;Aide économique extérieure;2003;4,232000
DEU;Allemagne;GF0601;Logements;2003;13,960000
DEU;Allemagne;GF0408;RetD concernant les affaires économiques;2003;3,136000
DEU;Allemagne;GF0704;Services de santé publique;2003;1,052000
DEU;Allemagne;GF0802;Services culturels;2003;8,855000
DEU;Allemagne;GF0603;Alimentation en eau;2003;0,766000
DEU;Allemagne;GF1002;Vieillesse;2003;219,171000
DEU;Allemagne;GF1009;Protection sociale n.c.a.;2003;18,038000
DEU;Allemagne;GF0406;Communications;2003;0,141000
DEU;Allemagne;GF0806;Loisirs, culture et culte n.c.a.;2003;0,772000
DEU;Allemagne;GF10;Sécurité sociale et oeuvres sociales;2003;464,581000
DEU;Allemagne;GF0303;Tribunaux;2003;9,553000
DEU;Allemagne;GF0505;RetD dans le domaine de la protection de l'environnement;2003;0,628000
DEU;Allemagne;GF0106;Services généraux des administrations publiques n.c.a.;2003;2,772000
DEU;Allemagne;GF0402;Agriculture, sylviculture, pêche et chasse;2003;6,232000
DEU;Allemagne;GF0604;Éclairage public;2003;1,020000
DEU;Allemagne;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2003;37,055000
DEU;Allemagne;GF0409;Affaires économiques n.c.a.;2003;3,280000
DEU;Allemagne;GF0907;RetD dans le domaine de l'enseignement;2003;0,162000
DEU;Allemagne;GF1001;Maladie et invalidité;2003;62,166000
DEU;Allemagne;GF08;Loisirs, culture et cultes;2003;26,524000
DEU;Allemagne;GF0703;Services hospitaliers;2003;58,465000
DEU;Allemagne;GF0602;Équipements collectifs;2003;5,385000
DEU;Allemagne;GF05;Protection de l'environnement;2003;13,402000
DEU;Allemagne;GF0606;Logement et équipements collectifs n.c.a.;2003;2,017000
DEU;Allemagne;GF02;Défense nationale;2003;23,797000
DEU;Allemagne;GF0804;Culte et autres services communautaires;2003;0,663000
DEU;Allemagne;GF0306;Ordre et sécurité publics n.c.a.;2003;1,746000
DEU;Allemagne;GF0605;RetD dans le domaine du logement et des équipements collectifs;2003;0,115000
DEU;Allemagne;GF0803;Services de radiodiffusion, de télévision et d'édition;2003;8,163000
DEU;Allemagne;GF1008;RetD dans le domaine de la protection sociale;2003;0,047000
DEU;Allemagne;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2003;1,033000
DEU;Allemagne;GF0302;Services de protection civile;2003;4,584000
DEU;Allemagne;GF0105;RetD concernant des services généraux des administrations publiques;2003;0,231000
DEU;Allemagne;GF0203;Aide militaire à des pays étrangers;2003;1,561000
DEU;Allemagne;GF0407;Autres branches d'activité;2003;3,858000
DEU;Allemagne;GF0701;Produits, appareils et matériels médicaux;2003;35,652000
DEU;Allemagne;GF0107;Opérations concernant la dette publique;2003;68,178000
DEU;Allemagne;GF0204;R et D concernant la défense;2003;0,988000
DEU;Allemagne;GF0801;Services récréatifs et sportifs;2003;7,038000
DEU;Allemagne;GF0403;Combustibles et énergie;2003;8,226000
DEU;Allemagne;GF0904;Enseignement supérieur;2003;18,901000
DEU;Allemagne;GF0108;Transferts de caractère général entre administrations publiques;2004;0,000000
DEU;Allemagne;GF0806;Loisirs, culture et culte n.c.a.;2004;0,809000
DEU;Allemagne;GF1009;Protection sociale n.c.a.;2004;18,074000
DEU;Allemagne;GF0406;Communications;2004;0,147000
DEU;Allemagne;GF1002;Vieillesse;2004;221,683000
DEU;Allemagne;GF0802;Services culturels;2004;8,657000
DEU;Allemagne;GF0603;Alimentation en eau;2004;0,726000
DEU;Allemagne;GF0704;Services de santé publique;2004;0,979000
DEU;Allemagne;GF0601;Logements;2004;14,065000
DEU;Allemagne;GF0408;RetD concernant les affaires économiques;2004;3,183000
DEU;Allemagne;GF0503;Lutte contre la pollution;2004;2,012000
DEU;Allemagne;GF0102;Aide économique extérieure;2004;4,629000
DEU;Allemagne;GF0103;Services généraux;2004;20,214000
DEU;Allemagne;GF0202;Défense civile;2004;0,123000
DEU;Allemagne;GF0304;Administration pénitentiaire;2004;2,616000
DEU;Allemagne;GF0404;Industries extractives et manufacturières, construction;2004;6,382000
DEU;Allemagne;GF1003;Survivants;2004;50,040000
DEU;Allemagne;GF0702;Services ambulatoires;2004;42,211000
DEU;Allemagne;GF0705;RetD dans le domaine de la santé;2004;1,415000
DEU;Allemagne;GF0902;Enseignement secondaire;2004;40,854000
DEU;Allemagne;GF0506;Protection de l'environnement n.c.a.;2004;1,242000
DEU;Allemagne;GF0405;Transports;2004;48,346000
DEU;Allemagne;GF0906;Services annexes à l'enseignement;2004;3,607000
DEU;Allemagne;GF0205;Défense n.c.a.;2004;0,298000
DEU;Allemagne;GF0908;Enseignement n.c.a.;2004;1,199000
DEU;Allemagne;GF0104;Recherche fondamentale;2004;15,812000
DEU;Allemagne;GF0905;Enseignement non défini par niveau;2004;2,861000
DEU;Allemagne;GF1005;Chômage;2004;60,790000
DEU;Allemagne;GF09;Enseignement;2004;93,300000
DEU;Allemagne;GF1007;Exclusion sociale n.c.a.;2004;17,480000
DEU;Allemagne;GF04;Affaires économiques;2004;103,673000
DEU;Allemagne;GF0501;Gestion des déchets;2004;4,039000
DEU;Allemagne;GF06;Logement et développement collectif;2004;23,284000
DEU;Allemagne;GF03;Ordre et sécurité publics;2004;35,680000
DEU;Allemagne;GF07;Santé;2004;145,920000
DEU;Allemagne;GF0502;Gestion des eaux usées;2004;3,967000
DEU;Allemagne;GF1004;Famille et enfants;2004;32,683000
DEU;Allemagne;GF01;Services généraux des administrations publiques;2004;145,773000
DEU;Allemagne;GF0901;Enseignement préélémentaire et primaire;2004;23,985000
DEU;Allemagne;GF0706;Santé n.c.a.;2004;10,216000
DEU;Allemagne;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2004;24,243000
DEU;Allemagne;GF0301;Services de police;2004;17,115000
DEU;Allemagne;GF0201;Défense militaire;2004;20,601000
DEU;Allemagne;GF0903;Enseignement postsecondaire non supérieur;2004;1,627000
DEU;Allemagne;GF0305;RetD concernant l'ordre et la sécurité publics;2004;0,003000
DEU;Allemagne;GF0504;Préservation de la diversité biologique et protection de la nature;2004;0,944000
DEU;Allemagne;GF1006;Logement;2004;5,458000
DEU;Allemagne;GF0302;Services de protection civile;2004;4,536000
DEU;Allemagne;GF0105;RetD concernant des services généraux des administrations publiques;2004;0,229000
DEU;Allemagne;GF0203;Aide militaire à des pays étrangers;2004;1,097000
DEU;Allemagne;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2004;0,984000
DEU;Allemagne;GF1008;RetD dans le domaine de la protection sociale;2004;0,048000
DEU;Allemagne;GF0803;Services de radiodiffusion, de télévision et d'édition;2004;8,391000
DEU;Allemagne;GF0605;RetD dans le domaine du logement et des équipements collectifs;2004;0,122000
DEU;Allemagne;GF0306;Ordre et sécurité publics n.c.a.;2004;1,769000
DEU;Allemagne;GF0804;Culte et autres services communautaires;2004;0,647000
DEU;Allemagne;GF02;Défense nationale;2004;23,064000
DEU;Allemagne;GF0606;Logement et équipements collectifs n.c.a.;2004;1,922000
DEU;Allemagne;GF05;Protection de l'environnement;2004;12,822000
DEU;Allemagne;GF0602;Équipements collectifs;2004;5,411000
DEU;Allemagne;GF0703;Services hospitaliers;2004;58,819000
DEU;Allemagne;GF08;Loisirs, culture et cultes;2004;26,249000
DEU;Allemagne;GF1001;Maladie et invalidité;2004;61,059000
DEU;Allemagne;GF0907;RetD dans le domaine de l'enseignement;2004;0,140000
DEU;Allemagne;GF0409;Affaires économiques n.c.a.;2004;3,049000
DEU;Allemagne;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2004;35,522000
DEU;Allemagne;GF0604;Éclairage public;2004;1,038000
DEU;Allemagne;GF0402;Agriculture, sylviculture, pêche et chasse;2004;6,181000
DEU;Allemagne;GF0106;Services généraux des administrations publiques n.c.a.;2004;2,267000
DEU;Allemagne;GF0505;RetD dans le domaine de la protection de l'environnement;2004;0,618000
DEU;Allemagne;GF10;Sécurité sociale et oeuvres sociales;2004;467,315000
DEU;Allemagne;GF0303;Tribunaux;2004;9,641000
DEU;Allemagne;GF0403;Combustibles et énergie;2004;8,227000
DEU;Allemagne;GF0904;Enseignement supérieur;2004;19,027000
DEU;Allemagne;GF0204;R et D concernant la défense;2004;0,945000
DEU;Allemagne;GF0801;Services récréatifs et sportifs;2004;6,761000
DEU;Allemagne;GF0107;Opérations concernant la dette publique;2004;67,100000
DEU;Allemagne;GF0701;Produits, appareils et matériels médicaux;2004;32,280000
DEU;Allemagne;GF0407;Autres branches d'activité;2004;3,915000
DEU;Allemagne;GF0108;Transferts de caractère général entre administrations publiques;2005;0,000000
DEU;Allemagne;GF1006;Logement;2005;10,978000
DEU;Allemagne;GF0504;Préservation de la diversité biologique et protection de la nature;2005;0,917000
DEU;Allemagne;GF0305;RetD concernant l'ordre et la sécurité publics;2005;0,003000
DEU;Allemagne;GF0903;Enseignement postsecondaire non supérieur;2005;1,657000
DEU;Allemagne;GF0201;Défense militaire;2005;21,730000
DEU;Allemagne;GF0301;Services de police;2005;17,259000
DEU;Allemagne;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2005;22,499000
DEU;Allemagne;GF0706;Santé n.c.a.;2005;10,487000
DEU;Allemagne;GF01;Services généraux des administrations publiques;2005;146,583000
DEU;Allemagne;GF0901;Enseignement préélémentaire et primaire;2005;24,159000
DEU;Allemagne;GF1004;Famille et enfants;2005;32,885000
DEU;Allemagne;GF0502;Gestion des eaux usées;2005;3,806000
DEU;Allemagne;GF07;Santé;2005;149,639000
DEU;Allemagne;GF03;Ordre et sécurité publics;2005;36,121000
DEU;Allemagne;GF06;Logement et développement collectif;2005;22,432000
DEU;Allemagne;GF0501;Gestion des déchets;2005;4,188000
DEU;Allemagne;GF04;Affaires économiques;2005;103,310000
DEU;Allemagne;GF1007;Exclusion sociale n.c.a.;2005;8,775000
DEU;Allemagne;GF1005;Chômage;2005;68,904000
DEU;Allemagne;GF09;Enseignement;2005;94,278000
DEU;Allemagne;GF0905;Enseignement non défini par niveau;2005;2,861000
DEU;Allemagne;GF0104;Recherche fondamentale;2005;15,635000
DEU;Allemagne;GF0908;Enseignement n.c.a.;2005;1,272000
DEU;Allemagne;GF0906;Services annexes à l'enseignement;2005;3,962000
DEU;Allemagne;GF0205;Défense n.c.a.;2005;0,304000
DEU;Allemagne;GF0506;Protection de l'environnement n.c.a.;2005;1,192000
DEU;Allemagne;GF0405;Transports;2005;49,286000
DEU;Allemagne;GF0902;Enseignement secondaire;2005;40,769000
DEU;Allemagne;GF0705;RetD dans le domaine de la santé;2005;1,442000
DEU;Allemagne;GF0702;Services ambulatoires;2005;42,621000
DEU;Allemagne;GF1003;Survivants;2005;48,279000
DEU;Allemagne;GF0404;Industries extractives et manufacturières, construction;2005;6,423000
DEU;Allemagne;GF0304;Administration pénitentiaire;2005;2,601000
DEU;Allemagne;GF0103;Services généraux;2005;19,444000
DEU;Allemagne;GF0202;Défense civile;2005;0,166000
DEU;Allemagne;GF0503;Lutte contre la pollution;2005;1,855000
DEU;Allemagne;GF0102;Aide économique extérieure;2005;5,458000
DEU;Allemagne;GF0601;Logements;2005;13,385000
DEU;Allemagne;GF0408;RetD concernant les affaires économiques;2005;3,186000
DEU;Allemagne;GF0704;Services de santé publique;2005;0,967000
DEU;Allemagne;GF0802;Services culturels;2005;8,533000
DEU;Allemagne;GF0603;Alimentation en eau;2005;0,677000
DEU;Allemagne;GF1002;Vieillesse;2005;226,320000
DEU;Allemagne;GF1009;Protection sociale n.c.a.;2005;19,394000
DEU;Allemagne;GF0406;Communications;2005;0,139000
DEU;Allemagne;GF0806;Loisirs, culture et culte n.c.a.;2005;0,850000
DEU;Allemagne;GF10;Sécurité sociale et oeuvres sociales;2005;474,806000
DEU;Allemagne;GF0303;Tribunaux;2005;9,936000
DEU;Allemagne;GF0505;RetD dans le domaine de la protection de l'environnement;2005;0,628000
DEU;Allemagne;GF0106;Services généraux des administrations publiques n.c.a.;2005;1,913000
DEU;Allemagne;GF0402;Agriculture, sylviculture, pêche et chasse;2005;5,532000
DEU;Allemagne;GF0604;Éclairage public;2005;1,034000
DEU;Allemagne;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2005;37,304000
DEU;Allemagne;GF0409;Affaires économiques n.c.a.;2005;3,232000
DEU;Allemagne;GF0907;RetD dans le domaine de l'enseignement;2005;0,150000
DEU;Allemagne;GF1001;Maladie et invalidité;2005;59,209000
DEU;Allemagne;GF08;Loisirs, culture et cultes;2005;26,075000
DEU;Allemagne;GF0703;Services hospitaliers;2005;59,673000
DEU;Allemagne;GF0602;Équipements collectifs;2005;5,244000
DEU;Allemagne;GF05;Protection de l'environnement;2005;12,586000
DEU;Allemagne;GF0606;Logement et équipements collectifs n.c.a.;2005;1,972000
DEU;Allemagne;GF02;Défense nationale;2005;24,163000
DEU;Allemagne;GF0804;Culte et autres services communautaires;2005;0,650000
DEU;Allemagne;GF0306;Ordre et sécurité publics n.c.a.;2005;1,789000
DEU;Allemagne;GF0605;RetD dans le domaine du logement et des équipements collectifs;2005;0,120000
DEU;Allemagne;GF0803;Services de radiodiffusion, de télévision et d'édition;2005;8,314000
DEU;Allemagne;GF1008;RetD dans le domaine de la protection sociale;2005;0,062000
DEU;Allemagne;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2005;1,015000
DEU;Allemagne;GF0302;Services de protection civile;2005;4,533000
DEU;Allemagne;GF0105;RetD concernant des services généraux des administrations publiques;2005;0,232000
DEU;Allemagne;GF0203;Aide militaire à des pays étrangers;2005;1,000000
DEU;Allemagne;GF0407;Autres branches d'activité;2005;3,734000
DEU;Allemagne;GF0701;Produits, appareils et matériels médicaux;2005;34,449000
DEU;Allemagne;GF0107;Opérations concernant la dette publique;2005;66,597000
DEU;Allemagne;GF0204;R et D concernant la défense;2005;0,963000
DEU;Allemagne;GF0801;Services récréatifs et sportifs;2005;6,713000
DEU;Allemagne;GF0403;Combustibles et énergie;2005;9,279000
DEU;Allemagne;GF0904;Enseignement supérieur;2005;19,448000
DEU;Allemagne;GF0108;Transferts de caractère général entre administrations publiques;2006;0,000000
DEU;Allemagne;GF1006;Logement;2006;12,216000
DEU;Allemagne;GF0504;Préservation de la diversité biologique et protection de la nature;2006;1,012000
DEU;Allemagne;GF0305;RetD concernant l'ordre et la sécurité publics;2006;0,005000
DEU;Allemagne;GF0903;Enseignement postsecondaire non supérieur;2006;1,690000
DEU;Allemagne;GF0201;Défense militaire;2006;23,072000
DEU;Allemagne;GF0301;Services de police;2006;17,408000
DEU;Allemagne;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2006;19,303000
DEU;Allemagne;GF0706;Santé n.c.a.;2006;10,213000
DEU;Allemagne;GF01;Services généraux des administrations publiques;2006;148,402000
DEU;Allemagne;GF0901;Enseignement préélémentaire et primaire;2006;24,922000
DEU;Allemagne;GF1004;Famille et enfants;2006;32,668000
DEU;Allemagne;GF0502;Gestion des eaux usées;2006;3,924000
DEU;Allemagne;GF07;Santé;2006;153,193000
DEU;Allemagne;GF03;Ordre et sécurité publics;2006;36,505000
DEU;Allemagne;GF06;Logement et développement collectif;2006;21,666000
DEU;Allemagne;GF0501;Gestion des déchets;2006;4,326000
DEU;Allemagne;GF04;Affaires économiques;2006;102,439000
DEU;Allemagne;GF1007;Exclusion sociale n.c.a.;2006;8,623000
DEU;Allemagne;GF1005;Chômage;2006;67,479000
DEU;Allemagne;GF09;Enseignement;2006;96,460000
DEU;Allemagne;GF0905;Enseignement non défini par niveau;2006;2,831000
DEU;Allemagne;GF0104;Recherche fondamentale;2006;16,723000
DEU;Allemagne;GF0908;Enseignement n.c.a.;2006;1,228000
DEU;Allemagne;GF0205;Défense n.c.a.;2006;0,292000
DEU;Allemagne;GF0906;Services annexes à l'enseignement;2006;4,142000
DEU;Allemagne;GF0506;Protection de l'environnement n.c.a.;2006;1,178000
DEU;Allemagne;GF0405;Transports;2006;50,323000
DEU;Allemagne;GF0902;Enseignement secondaire;2006;41,675000
DEU;Allemagne;GF0705;RetD dans le domaine de la santé;2006;1,514000
DEU;Allemagne;GF0702;Services ambulatoires;2006;44,057000
DEU;Allemagne;GF1003;Survivants;2006;47,966000
DEU;Allemagne;GF0404;Industries extractives et manufacturières, construction;2006;6,129000
DEU;Allemagne;GF0304;Administration pénitentiaire;2006;2,459000
DEU;Allemagne;GF0103;Services généraux;2006;20,706000
DEU;Allemagne;GF0202;Défense civile;2006;0,166000
DEU;Allemagne;GF0503;Lutte contre la pollution;2006;2,062000
DEU;Allemagne;GF0102;Aide économique extérieure;2006;4,582000
DEU;Allemagne;GF0601;Logements;2006;12,279000
DEU;Allemagne;GF0408;RetD concernant les affaires économiques;2006;3,519000
DEU;Allemagne;GF0704;Services de santé publique;2006;0,919000
DEU;Allemagne;GF0802;Services culturels;2006;8,567000
DEU;Allemagne;GF0603;Alimentation en eau;2006;0,741000
DEU;Allemagne;GF1002;Vieillesse;2006;227,840000
DEU;Allemagne;GF1009;Protection sociale n.c.a.;2006;19,703000
DEU;Allemagne;GF0406;Communications;2006;0,151000
DEU;Allemagne;GF0806;Loisirs, culture et culte n.c.a.;2006;0,852000
DEU;Allemagne;GF10;Sécurité sociale et oeuvres sociales;2006;475,224000
DEU;Allemagne;GF0303;Tribunaux;2006;10,079000
DEU;Allemagne;GF0505;RetD dans le domaine de la protection de l'environnement;2006;0,671000
DEU;Allemagne;GF0106;Services généraux des administrations publiques n.c.a.;2006;2,023000
DEU;Allemagne;GF0402;Agriculture, sylviculture, pêche et chasse;2006;5,501000
DEU;Allemagne;GF0604;Éclairage public;2006;1,036000
DEU;Allemagne;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2006;36,810000
DEU;Allemagne;GF0409;Affaires économiques n.c.a.;2006;3,318000
DEU;Allemagne;GF0907;RetD dans le domaine de l'enseignement;2006;0,162000
DEU;Allemagne;GF1001;Maladie et invalidité;2006;58,674000
DEU;Allemagne;GF08;Loisirs, culture et cultes;2006;26,656000
DEU;Allemagne;GF0703;Services hospitaliers;2006;61,193000
DEU;Allemagne;GF0602;Équipements collectifs;2006;5,392000
DEU;Allemagne;GF05;Protection de l'environnement;2006;13,173000
DEU;Allemagne;GF0606;Logement et équipements collectifs n.c.a.;2006;2,080000
DEU;Allemagne;GF02;Défense nationale;2006;25,556000
DEU;Allemagne;GF0804;Culte et autres services communautaires;2006;0,653000
DEU;Allemagne;GF0306;Ordre et sécurité publics n.c.a.;2006;1,758000
DEU;Allemagne;GF0605;RetD dans le domaine du logement et des équipements collectifs;2006;0,138000
DEU;Allemagne;GF0803;Services de radiodiffusion, de télévision et d'édition;2006;8,545000
DEU;Allemagne;GF1008;RetD dans le domaine de la protection sociale;2006;0,055000
DEU;Allemagne;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2006;1,165000
DEU;Allemagne;GF0302;Services de protection civile;2006;4,796000
DEU;Allemagne;GF0105;RetD concernant des services généraux des administrations publiques;2006;0,262000
DEU;Allemagne;GF0203;Aide militaire à des pays étrangers;2006;0,997000
DEU;Allemagne;GF0407;Autres branches d'activité;2006;4,420000
DEU;Allemagne;GF0701;Produits, appareils et matériels médicaux;2006;35,297000
DEU;Allemagne;GF0107;Opérations concernant la dette publique;2006;67,296000
DEU;Allemagne;GF0204;R et D concernant la défense;2006;1,029000
DEU;Allemagne;GF0801;Services récréatifs et sportifs;2006;6,874000
DEU;Allemagne;GF0403;Combustibles et énergie;2006;9,775000
DEU;Allemagne;GF0904;Enseignement supérieur;2006;19,810000
DEU;Allemagne;GF0108;Transferts de caractère général entre administrations publiques;2007;0,000000
DEU;Allemagne;GF1006;Logement;2007;11,846000
DEU;Allemagne;GF0504;Préservation de la diversité biologique et protection de la nature;2007;0,981000
DEU;Allemagne;GF0305;RetD concernant l'ordre et la sécurité publics;2007;0,012000
DEU;Allemagne;GF0903;Enseignement postsecondaire non supérieur;2007;1,713000
DEU;Allemagne;GF0201;Défense militaire;2007;20,125000
DEU;Allemagne;GF0301;Services de police;2007;17,561000
DEU;Allemagne;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2007;18,588000
DEU;Allemagne;GF0706;Santé n.c.a.;2007;10,571000
DEU;Allemagne;GF01;Services généraux des administrations publiques;2007;154,120000
DEU;Allemagne;GF0901;Enseignement préélémentaire et primaire;2007;25,535000
DEU;Allemagne;GF1004;Famille et enfants;2007;33,521000
DEU;Allemagne;GF0502;Gestion des eaux usées;2007;4,008000
DEU;Allemagne;GF07;Santé;2007;158,808000
DEU;Allemagne;GF03;Ordre et sécurité publics;2007;36,806000
DEU;Allemagne;GF06;Logement et développement collectif;2007;20,057000
DEU;Allemagne;GF0501;Gestion des déchets;2007;4,225000
DEU;Allemagne;GF04;Affaires économiques;2007;104,099000
DEU;Allemagne;GF1007;Exclusion sociale n.c.a.;2007;7,768000
DEU;Allemagne;GF1005;Chômage;2007;58,213000
DEU;Allemagne;GF09;Enseignement;2007;98,631000
DEU;Allemagne;GF0905;Enseignement non défini par niveau;2007;2,842000
DEU;Allemagne;GF0104;Recherche fondamentale;2007;17,900000
DEU;Allemagne;GF0908;Enseignement n.c.a.;2007;1,227000
DEU;Allemagne;GF0205;Défense n.c.a.;2007;0,341000
DEU;Allemagne;GF0906;Services annexes à l'enseignement;2007;4,125000
DEU;Allemagne;GF0506;Protection de l'environnement n.c.a.;2007;1,067000
DEU;Allemagne;GF0405;Transports;2007;51,619000
DEU;Allemagne;GF0902;Enseignement secondaire;2007;42,155000
DEU;Allemagne;GF0705;RetD dans le domaine de la santé;2007;1,503000
DEU;Allemagne;GF0702;Services ambulatoires;2007;45,612000
DEU;Allemagne;GF1003;Survivants;2007;47,878000
DEU;Allemagne;GF0404;Industries extractives et manufacturières, construction;2007;6,088000
DEU;Allemagne;GF0304;Administration pénitentiaire;2007;2,472000
DEU;Allemagne;GF0103;Services généraux;2007;21,986000
DEU;Allemagne;GF0202;Défense civile;2007;0,122000
DEU;Allemagne;GF0503;Lutte contre la pollution;2007;1,869000
DEU;Allemagne;GF0102;Aide économique extérieure;2007;5,052000
DEU;Allemagne;GF0601;Logements;2007;10,667000
DEU;Allemagne;GF0408;RetD concernant les affaires économiques;2007;3,408000
DEU;Allemagne;GF0704;Services de santé publique;2007;0,854000
DEU;Allemagne;GF0802;Services culturels;2007;9,046000
DEU;Allemagne;GF0603;Alimentation en eau;2007;0,798000
DEU;Allemagne;GF1002;Vieillesse;2007;232,300000
DEU;Allemagne;GF1009;Protection sociale n.c.a.;2007;19,321000
DEU;Allemagne;GF0406;Communications;2007;0,273000
DEU;Allemagne;GF0806;Loisirs, culture et culte n.c.a.;2007;0,879000
DEU;Allemagne;GF10;Sécurité sociale et oeuvres sociales;2007;471,534000
DEU;Allemagne;GF0303;Tribunaux;2007;10,081000
DEU;Allemagne;GF0505;RetD dans le domaine de la protection de l'environnement;2007;0,647000
DEU;Allemagne;GF0106;Services généraux des administrations publiques n.c.a.;2007;2,153000
DEU;Allemagne;GF0402;Agriculture, sylviculture, pêche et chasse;2007;5,442000
DEU;Allemagne;GF0604;Éclairage public;2007;1,027000
DEU;Allemagne;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2007;37,959000
DEU;Allemagne;GF0409;Affaires économiques n.c.a.;2007;3,334000
DEU;Allemagne;GF0907;RetD dans le domaine de l'enseignement;2007;0,168000
DEU;Allemagne;GF1001;Maladie et invalidité;2007;60,628000
DEU;Allemagne;GF08;Loisirs, culture et cultes;2007;27,214000
DEU;Allemagne;GF0703;Services hospitaliers;2007;62,608000
DEU;Allemagne;GF0602;Équipements collectifs;2007;5,164000
DEU;Allemagne;GF05;Protection de l'environnement;2007;12,797000
DEU;Allemagne;GF0606;Logement et équipements collectifs n.c.a.;2007;2,275000
DEU;Allemagne;GF02;Défense nationale;2007;22,813000
DEU;Allemagne;GF0804;Culte et autres services communautaires;2007;0,662000
DEU;Allemagne;GF0306;Ordre et sécurité publics n.c.a.;2007;1,807000
DEU;Allemagne;GF0605;RetD dans le domaine du logement et des équipements collectifs;2007;0,126000
DEU;Allemagne;GF0803;Services de radiodiffusion, de télévision et d'édition;2007;8,331000
DEU;Allemagne;GF1008;RetD dans le domaine de la protection sociale;2007;0,059000
DEU;Allemagne;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2007;1,132000
DEU;Allemagne;GF0302;Services de protection civile;2007;4,873000
DEU;Allemagne;GF0105;RetD concernant des services généraux des administrations publiques;2007;0,264000
DEU;Allemagne;GF0203;Aide militaire à des pays étrangers;2007;1,055000
DEU;Allemagne;GF0407;Autres branches d'activité;2007;4,149000
DEU;Allemagne;GF0701;Produits, appareils et matériels médicaux;2007;37,660000
DEU;Allemagne;GF0107;Opérations concernant la dette publique;2007;68,806000
DEU;Allemagne;GF0204;R et D concernant la défense;2007;1,170000
DEU;Allemagne;GF0801;Services récréatifs et sportifs;2007;7,164000
DEU;Allemagne;GF0403;Combustibles et énergie;2007;11,198000
DEU;Allemagne;GF0904;Enseignement supérieur;2007;20,866000
DEU;Allemagne;GF0108;Transferts de caractère général entre administrations publiques;2008;0,000000
DEU;Allemagne;GF1006;Logement;2008;11,321000
DEU;Allemagne;GF0504;Préservation de la diversité biologique et protection de la nature;2008;1,001000
DEU;Allemagne;GF0305;RetD concernant l'ordre et la sécurité publics;2008;0,019000
DEU;Allemagne;GF0903;Enseignement postsecondaire non supérieur;2008;1,751000
DEU;Allemagne;GF0201;Défense militaire;2008;21,444000
DEU;Allemagne;GF0301;Services de police;2008;17,875000
DEU;Allemagne;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2008;23,279000
DEU;Allemagne;GF0706;Santé n.c.a.;2008;11,274000
DEU;Allemagne;GF01;Services généraux des administrations publiques;2008;169,782000
DEU;Allemagne;GF0901;Enseignement préélémentaire et primaire;2008;26,548000
DEU;Allemagne;GF1004;Famille et enfants;2008;35,717000
DEU;Allemagne;GF0502;Gestion des eaux usées;2008;4,010000
DEU;Allemagne;GF07;Santé;2008;164,901000
