Cde_Pays;Pays;Cde_Dépense;Dépense;Année;Montant
SVN;Slovénie;GF1007;Exclusion sociale n.c.a.;2018;0,382100
SVN;Slovénie;GF0903;Enseignement postsecondaire non supérieur;2019;0,000000
SVN;Slovénie;GF0108;Transferts de caractère général entre administrations publiques;2019;0,000000
SVN;Slovénie;GF0404;Industries extractives et manufacturières, construction;2019;0,000000
SVN;Slovénie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2019;1,058790
SVN;Slovénie;GF0901;Enseignement préélémentaire et primaire;2019;1,003360
SVN;Slovénie;GF0804;Culte et autres services communautaires;2019;0,042910
SVN;Slovénie;GF0306;Ordre et sécurité publics n.c.a.;2019;0,052050
SVN;Slovénie;GF02;Défense nationale;2019;0,471350
SVN;Slovénie;GF0801;Services récréatifs et sportifs;2019;0,135850
SVN;Slovénie;GF0105;RetD concernant des services généraux des administrations publiques;2019;0,006330
SVN;Slovénie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2019;0,003390
SVN;Slovénie;GF07;Santé;2019;3,231450
SVN;Slovénie;GF0905;Enseignement non défini par niveau;2019;0,044470
SVN;Slovénie;GF0403;Combustibles et énergie;2019;0,215400
SVN;Slovénie;GF0703;Services hospitaliers;2019;1,468310
SVN;Slovénie;GF04;Affaires économiques;2019;2,303560
SVN;Slovénie;GF1008;RetD dans le domaine de la protection sociale;2019;0,000440
SVN;Slovénie;GF0501;Gestion des déchets;2019;0,021770
SVN;Slovénie;GF0502;Gestion des eaux usées;2019;0,114360
SVN;Slovénie;GF0302;Services de protection civile;2019;0,066930
SVN;Slovénie;GF0606;Logement et équipements collectifs n.c.a.;2019;0,008750
SVN;Slovénie;GF03;Ordre et sécurité publics;2019;0,775540
SVN;Slovénie;GF0505;RetD dans le domaine de la protection de l'environnement;2019;0,025430
SVN;Slovénie;GF09;Enseignement;2019;2,606040
SVN;Slovénie;GF1003;Survivants;2019;0,592840
SVN;Slovénie;GF0605;RetD dans le domaine du logement et des équipements collectifs;2019;0,005000
SVN;Slovénie;GF0904;Enseignement supérieur;2019;0,464160
SVN;Slovénie;GF0201;Défense militaire;2019;0,376070
SVN;Slovénie;GF0102;Aide économique extérieure;2019;0,024350
SVN;Slovénie;GF0803;Services de radiodiffusion, de télévision et d'édition;2019;0,140270
SVN;Slovénie;GF1006;Logement;2019;0,012280
SVN;Slovénie;GF0104;Recherche fondamentale;2019;0,251470
SVN;Slovénie;GF0704;Services de santé publique;2019;0,161430
SVN;Slovénie;GF0305;RetD concernant l'ordre et la sécurité publics;2019;0,000740
SVN;Slovénie;GF0301;Services de police;2019;0,389810
SVN;Slovénie;GF0506;Protection de l'environnement n.c.a.;2019;0,025250
SVN;Slovénie;GF0205;Défense n.c.a.;2019;0,036660
SVN;Slovénie;GF06;Logement et développement collectif;2019;0,201250
SVN;Slovénie;GF0902;Enseignement secondaire;2019;0,926590
SVN;Slovénie;GF0908;Enseignement n.c.a.;2019;0,048020
SVN;Slovénie;GF1009;Protection sociale n.c.a.;2019;0,074070
SVN;Slovénie;GF0406;Communications;2019;0,010380
SVN;Slovénie;GF0107;Opérations concernant la dette publique;2019;0,815810
SVN;Slovénie;GF0705;RetD dans le domaine de la santé;2019;0,051170
SVN;Slovénie;GF0409;Affaires économiques n.c.a.;2019;0,000110
SVN;Slovénie;GF0304;Administration pénitentiaire;2019;0,045740
SVN;Slovénie;GF0702;Services ambulatoires;2019;0,960290
SVN;Slovénie;GF0907;RetD dans le domaine de l'enseignement;2019;0,003710
SVN;Slovénie;GF1005;Chômage;2019;0,206520
SVN;Slovénie;GF1004;Famille et enfants;2019;0,896290
SVN;Slovénie;GF0202;Défense civile;2019;0,031610
SVN;Slovénie;GF0706;Santé n.c.a.;2019;0,125410
SVN;Slovénie;GF0103;Services généraux;2019;0,216100
SVN;Slovénie;GF0604;Éclairage public;2019;0,034420
SVN;Slovénie;GF0407;Autres branches d'activité;2019;0,112820
SVN;Slovénie;GF0106;Services généraux des administrations publiques n.c.a.;2019;0,127490
SVN;Slovénie;GF0802;Services culturels;2019;0,310330
SVN;Slovénie;GF0906;Services annexes à l'enseignement;2019;0,115720
SVN;Slovénie;GF08;Loisirs, culture et cultes;2019;0,671560
SVN;Slovénie;GF0602;Équipements collectifs;2019;0,012560
SVN;Slovénie;GF0504;Préservation de la diversité biologique et protection de la nature;2019;0,021140
SVN;Slovénie;GF0503;Lutte contre la pollution;2019;0,074920
SVN;Slovénie;GF0603;Alimentation en eau;2019;0,076750
SVN;Slovénie;GF0405;Transports;2019;1,228700
SVN;Slovénie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2019;0,287490
SVN;Slovénie;GF10;Sécurité sociale et oeuvres sociales;2019;8,040090
SVN;Slovénie;GF0601;Logements;2019;0,063770
SVN;Slovénie;GF0408;RetD concernant les affaires économiques;2019;0,186150
SVN;Slovénie;GF0402;Agriculture, sylviculture, pêche et chasse;2019;0,262520
SVN;Slovénie;GF0701;Produits, appareils et matériels médicaux;2019;0,464840
SVN;Slovénie;GF1002;Vieillesse;2019;4,766450
SVN;Slovénie;GF01;Services généraux des administrations publiques;2019;2,500320
SVN;Slovénie;GF0204;R et D concernant la défense;2019;0,000970
SVN;Slovénie;GF0303;Tribunaux;2019;0,220270
SVN;Slovénie;GF1001;Maladie et invalidité;2019;1,056780
SVN;Slovénie;GF05;Protection de l'environnement;2019;0,282860
SVN;Slovénie;GF0203;Aide militaire à des pays étrangers;2019;0,026040
SVN;Slovénie;GF0806;Loisirs, culture et culte n.c.a.;2019;0,038810
SVN;Slovénie;GF1007;Exclusion sociale n.c.a.;2019;0,434430
SVN;Slovénie;GF0903;Enseignement postsecondaire non supérieur;2020;0,000000
SVN;Slovénie;GF0108;Transferts de caractère général entre administrations publiques;2020;0,000000
SVN;Slovénie;GF0404;Industries extractives et manufacturières, construction;2020;0,000000
SVN;Slovénie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2020;1,146510
SVN;Slovénie;GF0901;Enseignement préélémentaire et primaire;2020;0,990140
SVN;Slovénie;GF0804;Culte et autres services communautaires;2020;0,051940
SVN;Slovénie;GF0306;Ordre et sécurité publics n.c.a.;2020;0,053280
SVN;Slovénie;GF0801;Services récréatifs et sportifs;2020;0,145830
SVN;Slovénie;GF02;Défense nationale;2020;0,495220
SVN;Slovénie;GF0105;RetD concernant des services généraux des administrations publiques;2020;0,004030
SVN;Slovénie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2020;0,007450
SVN;Slovénie;GF07;Santé;2020;3,745640
SVN;Slovénie;GF0905;Enseignement non défini par niveau;2020;0,043230
SVN;Slovénie;GF0403;Combustibles et énergie;2020;0,236740
SVN;Slovénie;GF0703;Services hospitaliers;2020;1,832760
SVN;Slovénie;GF04;Affaires économiques;2020;3,873090
SVN;Slovénie;GF1008;RetD dans le domaine de la protection sociale;2020;0,000440
SVN;Slovénie;GF09;Enseignement;2020;2,646030
SVN;Slovénie;GF0606;Logement et équipements collectifs n.c.a.;2020;0,014000
SVN;Slovénie;GF03;Ordre et sécurité publics;2020;0,822340
SVN;Slovénie;GF0505;RetD dans le domaine de la protection de l'environnement;2020;0,024910
SVN;Slovénie;GF0302;Services de protection civile;2020;0,075000
SVN;Slovénie;GF0502;Gestion des eaux usées;2020;0,110690
SVN;Slovénie;GF0501;Gestion des déchets;2020;0,019740
SVN;Slovénie;GF1003;Survivants;2020;0,639480
SVN;Slovénie;GF0605;RetD dans le domaine du logement et des équipements collectifs;2020;0,004900
SVN;Slovénie;GF0904;Enseignement supérieur;2020;0,524080
SVN;Slovénie;GF0201;Défense militaire;2020;0,392040
SVN;Slovénie;GF0102;Aide économique extérieure;2020;0,020590
SVN;Slovénie;GF0803;Services de radiodiffusion, de télévision et d'édition;2020;0,137010
SVN;Slovénie;GF1006;Logement;2020;0,013430
SVN;Slovénie;GF0104;Recherche fondamentale;2020;0,264800
SVN;Slovénie;GF0704;Services de santé publique;2020;0,217850
SVN;Slovénie;GF0305;RetD concernant l'ordre et la sécurité publics;2020;0,000760
SVN;Slovénie;GF0301;Services de police;2020;0,418500
SVN;Slovénie;GF0506;Protection de l'environnement n.c.a.;2020;0,024230
SVN;Slovénie;GF0205;Défense n.c.a.;2020;0,037170
SVN;Slovénie;GF0908;Enseignement n.c.a.;2020;0,053420
SVN;Slovénie;GF06;Logement et développement collectif;2020;0,273110
SVN;Slovénie;GF0902;Enseignement secondaire;2020;0,930030
SVN;Slovénie;GF1009;Protection sociale n.c.a.;2020;0,075820
SVN;Slovénie;GF0406;Communications;2020;0,012520
SVN;Slovénie;GF0107;Opérations concernant la dette publique;2020;0,768370
SVN;Slovénie;GF0705;RetD dans le domaine de la santé;2020;0,054920
SVN;Slovénie;GF0409;Affaires économiques n.c.a.;2020;0,000230
SVN;Slovénie;GF0702;Services ambulatoires;2020;1,033080
SVN;Slovénie;GF0907;RetD dans le domaine de l'enseignement;2020;0,003840
SVN;Slovénie;GF0304;Administration pénitentiaire;2020;0,047600
SVN;Slovénie;GF1005;Chômage;2020;0,285620
SVN;Slovénie;GF1004;Famille et enfants;2020;0,931950
SVN;Slovénie;GF0202;Défense civile;2020;0,040420
SVN;Slovénie;GF0706;Santé n.c.a.;2020;0,129240
SVN;Slovénie;GF0103;Services généraux;2020;0,185670
SVN;Slovénie;GF0604;Éclairage public;2020;0,037170
SVN;Slovénie;GF0407;Autres branches d'activité;2020;0,216310
SVN;Slovénie;GF0106;Services généraux des administrations publiques n.c.a.;2020;0,122840
SVN;Slovénie;GF0802;Services culturels;2020;0,315020
SVN;Slovénie;GF0906;Services annexes à l'enseignement;2020;0,101290
SVN;Slovénie;GF08;Loisirs, culture et cultes;2020;0,697130
SVN;Slovénie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2020;1,672780
SVN;Slovénie;GF10;Sécurité sociale et oeuvres sociales;2020;8,848650
SVN;Slovénie;GF0601;Logements;2020;0,138520
SVN;Slovénie;GF0408;RetD concernant les affaires économiques;2020;0,189540
SVN;Slovénie;GF0405;Transports;2020;1,274110
SVN;Slovénie;GF0504;Préservation de la diversité biologique et protection de la nature;2020;0,023090
SVN;Slovénie;GF0503;Lutte contre la pollution;2020;0,092740
SVN;Slovénie;GF0603;Alimentation en eau;2020;0,063480
SVN;Slovénie;GF0602;Équipements collectifs;2020;0,015030
SVN;Slovénie;GF0402;Agriculture, sylviculture, pêche et chasse;2020;0,270860
SVN;Slovénie;GF0701;Produits, appareils et matériels médicaux;2020;0,477800
SVN;Slovénie;GF1002;Vieillesse;2020;5,151910
SVN;Slovénie;GF01;Services généraux des administrations publiques;2020;2,512800
SVN;Slovénie;GF0204;R et D concernant la défense;2020;0,000710
SVN;Slovénie;GF0303;Tribunaux;2020;0,227200
SVN;Slovénie;GF1001;Maladie et invalidité;2020;1,261050
SVN;Slovénie;GF05;Protection de l'environnement;2020;0,295410
SVN;Slovénie;GF0806;Loisirs, culture et culte n.c.a.;2020;0,039870
SVN;Slovénie;GF0203;Aide militaire à des pays étrangers;2020;0,024870
SVN;Slovénie;GF1007;Exclusion sociale n.c.a.;2020;0,488940
SVN;Slovénie;GF0404;Industries extractives et manufacturières, construction;2021;0,000000
SVN;Slovénie;GF0108;Transferts de caractère général entre administrations publiques;2021;0,000000
SVN;Slovénie;GF0903;Enseignement postsecondaire non supérieur;2021;0,000000
SVN;Slovénie;GF0203;Aide militaire à des pays étrangers;2021;0,024780
SVN;Slovénie;GF0806;Loisirs, culture et culte n.c.a.;2021;0,046940
SVN;Slovénie;GF1007;Exclusion sociale n.c.a.;2021;0,499130
SVN;Slovénie;GF0204;R et D concernant la défense;2021;0,001090
SVN;Slovénie;GF0303;Tribunaux;2021;0,237010
SVN;Slovénie;GF1001;Maladie et invalidité;2021;1,459530
SVN;Slovénie;GF05;Protection de l'environnement;2021;0,347690
SVN;Slovénie;GF1002;Vieillesse;2021;5,404110
SVN;Slovénie;GF01;Services généraux des administrations publiques;2021;2,664980
SVN;Slovénie;GF0701;Produits, appareils et matériels médicaux;2021;0,526130
SVN;Slovénie;GF0402;Agriculture, sylviculture, pêche et chasse;2021;0,315840
SVN;Slovénie;GF0602;Équipements collectifs;2021;0,017830
SVN;Slovénie;GF0504;Préservation de la diversité biologique et protection de la nature;2021;0,029490
SVN;Slovénie;GF0503;Lutte contre la pollution;2021;0,118650
SVN;Slovénie;GF0603;Alimentation en eau;2021;0,076450
SVN;Slovénie;GF0405;Transports;2021;1,571350
SVN;Slovénie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2021;0,985140
SVN;Slovénie;GF10;Sécurité sociale et oeuvres sociales;2021;9,337950
SVN;Slovénie;GF0601;Logements;2021;0,132280
SVN;Slovénie;GF0408;RetD concernant les affaires économiques;2021;0,199710
SVN;Slovénie;GF08;Loisirs, culture et cultes;2021;0,779640
SVN;Slovénie;GF0906;Services annexes à l'enseignement;2021;0,106430
SVN;Slovénie;GF0802;Services culturels;2021;0,376050
SVN;Slovénie;GF0407;Autres branches d'activité;2021;0,358320
SVN;Slovénie;GF0106;Services généraux des administrations publiques n.c.a.;2021;0,134990
SVN;Slovénie;GF0604;Éclairage public;2021;0,037010
SVN;Slovénie;GF0103;Services généraux;2021;0,212950
SVN;Slovénie;GF1005;Chômage;2021;0,231980
SVN;Slovénie;GF1004;Famille et enfants;2021;1,008540
SVN;Slovénie;GF0202;Défense civile;2021;0,057320
SVN;Slovénie;GF0706;Santé n.c.a.;2021;0,151720
SVN;Slovénie;GF0304;Administration pénitentiaire;2021;0,055490
SVN;Slovénie;GF0702;Services ambulatoires;2021;1,209090
SVN;Slovénie;GF0907;RetD dans le domaine de l'enseignement;2021;0,005860
SVN;Slovénie;GF0705;RetD dans le domaine de la santé;2021;0,058040
SVN;Slovénie;GF0409;Affaires économiques n.c.a.;2021;0,000120
SVN;Slovénie;GF0107;Opérations concernant la dette publique;2021;0,663880
SVN;Slovénie;GF0406;Communications;2021;0,012120
SVN;Slovénie;GF1009;Protection sociale n.c.a.;2021;0,085090
SVN;Slovénie;GF06;Logement et développement collectif;2021;0,277940
SVN;Slovénie;GF0902;Enseignement secondaire;2021;1,054420
SVN;Slovénie;GF0908;Enseignement n.c.a.;2021;0,065280
SVN;Slovénie;GF0205;Défense n.c.a.;2021;0,040680
SVN;Slovénie;GF0506;Protection de l'environnement n.c.a.;2021;0,024330
SVN;Slovénie;GF0301;Services de police;2021;0,487150
SVN;Slovénie;GF0305;RetD concernant l'ordre et la sécurité publics;2021;0,000820
SVN;Slovénie;GF0704;Services de santé publique;2021;0,422690
SVN;Slovénie;GF0104;Recherche fondamentale;2021;0,283350
SVN;Slovénie;GF1006;Logement;2021;0,008970
SVN;Slovénie;GF0803;Services de radiodiffusion, de télévision et d'édition;2021;0,146920
SVN;Slovénie;GF0605;RetD dans le domaine du logement et des équipements collectifs;2021;0,005390
SVN;Slovénie;GF0201;Défense militaire;2021;0,495410
SVN;Slovénie;GF0102;Aide économique extérieure;2021;0,026740
SVN;Slovénie;GF0904;Enseignement supérieur;2021;0,604710
SVN;Slovénie;GF1003;Survivants;2021;0,639990
SVN;Slovénie;GF0501;Gestion des déchets;2021;0,024210
SVN;Slovénie;GF0502;Gestion des eaux usées;2021;0,123450
SVN;Slovénie;GF0302;Services de protection civile;2021;0,067040
SVN;Slovénie;GF0606;Logement et équipements collectifs n.c.a.;2021;0,008980
SVN;Slovénie;GF03;Ordre et sécurité publics;2021;0,908630
SVN;Slovénie;GF0505;RetD dans le domaine de la protection de l'environnement;2021;0,027560
SVN;Slovénie;GF09;Enseignement;2021;3,040110
SVN;Slovénie;GF1008;RetD dans le domaine de la protection sociale;2021;0,000610
SVN;Slovénie;GF0703;Services hospitaliers;2021;1,957060
SVN;Slovénie;GF04;Affaires économiques;2021;3,654690
SVN;Slovénie;GF0403;Combustibles et énergie;2021;0,212090
SVN;Slovénie;GF0905;Enseignement non défini par niveau;2021;0,043700
SVN;Slovénie;GF0805;RetD dans le domaine des loisirs, de la culture et du culte;2021;0,011460
SVN;Slovénie;GF07;Santé;2021;4,324730
SVN;Slovénie;GF0105;RetD concernant des services généraux des administrations publiques;2021;0,005400
SVN;Slovénie;GF0901;Enseignement préélémentaire et primaire;2021;1,159710
SVN;Slovénie;GF0804;Culte et autres services communautaires;2021;0,046470
SVN;Slovénie;GF0306;Ordre et sécurité publics n.c.a.;2021;0,061120
SVN;Slovénie;GF02;Défense nationale;2021;0,619280
SVN;Slovénie;GF0801;Services récréatifs et sportifs;2021;0,151800
SVN;Slovénie;GF0101;Organes exécutifs et législatifs, affaires finan., fiscales et étrangères;2021;1,337670
SVN;Slovénie;GF0404;Industries extractives et manufacturières, construction;2022;0,000000
SVN;Slovénie;GF0903;Enseignement postsecondaire non supérieur;2022;0,000000
SVN;Slovénie;GF0108;Transferts de caractère général entre administrations publiques;2022;0,000000
SVN;Slovénie;GF0704;Services de santé publique;2022;0,360590
SVN;Slovénie;GF0305;RetD concernant l'ordre et la sécurité publics;2022;0,001970
SVN;Slovénie;GF0301;Services de police;2022;0,478250
SVN;Slovénie;GF0506;Protection de l'environnement n.c.a.;2022;0,024830
SVN;Slovénie;GF0205;Défense n.c.a.;2022;0,043050
SVN;Slovénie;GF0908;Enseignement n.c.a.;2022;0,055120
SVN;Slovénie;GF06;Logement et développement collectif;2022;0,272870
SVN;Slovénie;GF0902;Enseignement secondaire;2022;1,125220
SVN;Slovénie;GF1009;Protection sociale n.c.a.;2022;0,075550
SVN;Slovénie;GF0406;Communications;2022;0,012510
SVN;Slovénie;GF0107;Opérations concernant la dette publique;2022;0,654290
SVN;Slovénie;GF0705;RetD dans le domaine de la santé;2022;0,068740
SVN;Slovénie;GF0409;Affaires économiques n.c.a.;2022;0,000200
SVN;Slovénie;GF0702;Services ambulatoires;2022;1,238130
SVN;Slovénie;GF0907;RetD dans le domaine de l'enseignement;2022;0,006850
SVN;Slovénie;GF0304;Administration pénitentiaire;2022;0,054180
SVN;Slovénie;GF1005;Chômage;2022;0,198160
SVN;Slovénie;GF1004;Famille et enfants;2022;1,101320
SVN;Slovénie;GF0202;Défense civile;2022;0,049440
SVN;Slovénie;GF0706;Santé n.c.a.;2022;0,156850
SVN;Slovénie;GF0103;Services généraux;2022;0,221020
SVN;Slovénie;GF0604;Éclairage public;2022;0,041410
SVN;Slovénie;GF0407;Autres branches d'activité;2022;0,229860
SVN;Slovénie;GF0106;Services généraux des administrations publiques n.c.a.;2022;0,173550
SVN;Slovénie;GF0802;Services culturels;2022;0,389600
SVN;Slovénie;GF0906;Services annexes à l'enseignement;2022;0,162660
SVN;Slovénie;GF08;Loisirs, culture et cultes;2022;0,863930
SVN;Slovénie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;2022;0,468160
SVN;Slovénie;GF10;Sécurité sociale et oeuvres sociales;2022;10,147790
SVN;Slovénie;GF0601;Logements;2022;0,086440
SVN;Slovénie;GF0408;RetD concernant les affaires économiques;2022;0,235290
SVN;Slovénie;GF0405;Transports;2022;1,941570
SVN;Slovénie;GF0504;Préservation de la diversité biologique et protection de la nature;2022;0,031780
SVN;Slovénie;GF0503;Lutte contre la pollution;2022;0,119410
SVN;Slovénie;GF0603;Alimentation en eau;2022;0,108260
SVN;Slovénie;GF0602;Équipements collectifs;2022;0,020350
SVN;Slovénie;GF0402;Agriculture, sylviculture, pêche et chasse;2022;0,365700
